traffic,NTA_lat,NTA_long
954.8287037037038,40.7608662,-73.9610606
1027.875,40.8009838,-73.9317793
662.5046296296296,40.7300131,-73.9835216
684.0555555555555,40.7393956,-73.9766952
976.5972222222222,40.7621935,-73.99361259999999
133.19444444444446,40.69594970000001,-73.8049766
75.80555555555556,40.75584449999999,-73.8653534
225.7037037037037,40.73657559999999,-73.8514775
155.76851851851853,40.7563316,-73.8607272
317.3101851851852,40.7520297,-74.0047207
509.00694444444446,40.7627566,-73.9969327
173.46064814814815,40.6880222,-73.75688989999999
117.1851851851852,40.6220276,-74.00564849999999
130.81944444444446,40.6206958,-74.00344249999999
250.28935185185185,40.7349421,-73.8047697
238.97916666666663,40.739004,-73.7853781
619.1944444444445,40.7316589,-73.9854323
748.1435185185185,40.7701262,-73.9574063
222.3912037037037,40.7670331,-73.88461199999999
661.9953703703703,40.7438203,-73.9795001
168.24768518518516,40.6808843,-73.98372359999999
463.2939814814815,40.7326097,-73.9876848
295.18981481481484,40.8195437,-73.91352789999999
174.42592592592592,40.67327,-73.989511
123.75,40.7598289,-73.88045149999999
211.23842592592592,40.7581328,-73.9284978
204.07407407407408,40.7660981,-73.7844399
90.9699074074074,40.7488256,-73.91282079999999
14.828703703703704,40.7511462,-73.7895389
137.86111111111111,40.7511787,-73.9151985
603.3796296296297,40.7655163,-73.97210059999999
600.337962962963,40.7428275,-73.98864259999999
516.0601851851852,40.7892085,-73.9548095
445.81944444444446,40.7346736,-73.9945869
102.11574074074072,40.740075,-73.871466
208.39814814814812,40.726213,-73.920515
74.9675925925926,40.7543519,-73.8794607
219.04861111111111,40.619381,-73.982883
178.82407407407408,40.7280222,-73.8636748
226.3912037037037,40.6352027,-74.0170289
966.6342592592594,40.7378755,-74.0002007
116.83101851851852,40.675729,-73.97458979999999
118.71759259259258,40.63148169999999,-74.01373439999999
678.7638888888889,40.7484335,-73.9962003
142.1898148148148,40.7537024,-73.8850234
620.8472222222222,40.7616205,-73.9903296
260.08796296296293,40.6975757,-73.81156419999999
314.81944444444446,40.8077161,-73.9493653
284.9791666666667,40.8242327,-73.9373059
180.72916666666663,40.6532468,-73.9392671
163.90740740740742,40.66007930000001,-73.9397414
258.72222222222223,40.67018849999999,-73.9393405
143.33101851851853,40.533729,-74.1874639
256.7175925925926,40.5709486,-74.1221666
223.11111111111111,40.5411737,-74.1669531
219.80555555555557,40.8087566,-73.9596542
270.1296296296296,40.8271476,-73.9462162
518.2453703703703,40.7966173,-73.9684943
59.08101851851851,40.5596349,-74.1768862
132.96296296296296,40.7002377,-73.8086713
235.86574074074076,40.5565463,-74.20006099999999
243.3726851851852,40.5622848,-74.17348679999999
104.60648148148148,40.5372209,-74.2373072
94.58101851851852,40.8596332,-73.86370579999999
577.9837962962963,40.68930100000001,-73.8450456
415.5324074074074,40.6822547,-73.86983959999999
44.68518518518519,40.7281081,-73.979007
159.3912037037037,40.64136999999999,-73.9417887
106.13425925925928,40.628048,-73.9298132
102.94907407407408,40.618113,-73.959107
95.66666666666669,40.621116,-73.93102379999999
306.4259259259259,40.6157176,-73.9586558
1028.1944444444443,40.73990420000001,-73.9768084
898.375,40.7574026,-73.9822737
671.7546296296296,40.7262643,-74.0037617
321.9259259259259,40.610094,-73.96136940000001
175.48148148148147,40.6077652,-73.9825615
405.2962962962963,40.6125709,-73.918247
76.0300925925926,40.6202055,-73.9068753
59.594907407407405,40.62503299999999,-74.006095
76.46296296296298,40.615571,-73.990434
253.25231481481484,40.6108511,-73.99177329999999
113.0,40.8666803,-73.82315849999999
167.62037037037035,40.669056,-73.947723
160.7337962962963,40.6068721,-73.94795710000001
166.48263888888889,40.870789,-73.886235
80.25925925925927,40.7442761,-73.7599879
61.61574074074073,40.60343659999999,-74.00184569999999
221.65509259259255,40.5411892,-74.2177517
449.3287037037037,40.8566285,-73.8693042
199.19212962962965,40.6025619,-74.1314178
97.00694444444444,40.5984209,-74.1279809
265.1203703703704,40.7654814,-73.98199919999999
244.7469135802469,40.8894634,-73.8983574
351.5810185185185,40.8284052,-73.9491615
442.1504629629629,40.8655401,-73.92727289999999
485.0740740740741,40.7163094,-74.0045434
486.6898148148148,40.7230211,-73.99881069999999
26.92129629629629,40.7452961,-73.9887403
166.72222222222223,40.7594479,-73.98514899999999
370.125,40.9096363,-73.896611
48.04861111111112,40.8654945,-73.86156489999999
152.1435185185185,40.8180132,-73.9132167
130.25694444444446,40.87129849999999,-73.8499025
811.8888888888889,40.67943,-73.9002338
35.08101851851851,40.8217108,-73.82101519999999
168.14583333333334,40.6336833,-74.12846309999999
216.83101851851853,40.65153129999999,-73.96303069999999
407.8865740740741,40.7643054,-73.9730038
360.30555555555554,40.7699224,-73.9805605
52.888888888888886,40.7101997,-73.9965114
149.43287037037035,40.6551346,-73.9163354
199.78240740740745,40.6436278,-73.9420261
227.4398148148148,40.6837494,-73.9589874
374.7800925925926,40.6186608,-74.11163979999999
265.35185185185185,40.64634239999999,-73.97091750000001
289.1435185185185,40.6323234,-73.9667324
130.11574074074076,40.81999769999999,-73.918005
255.13425925925927,40.75974679999999,-73.9319545
442.0,40.6095481,-73.8189659
191.50694444444449,40.8384993,-73.8951228
122.40972222222224,40.7069416,-73.9177371
140.28009259259258,40.7607106,-73.742014
358.77777777777777,40.8627608,-73.9049569
184.39814814814812,40.72051219999999,-73.9527403
513.3796296296297,40.74766049999999,-73.940184
231.7175925925926,40.8645387,-73.9266358
152.9398148148148,40.8926127,-73.8309511
198.02314814814812,40.8037164,-73.91584619999999
92.96296296296296,40.81088099999999,-73.9308423
261.1736111111111,40.8055571,-73.91449879999999
178.78703703703704,40.8121781,-73.9183907
280.1875,40.8136229,-73.9109587
399.9490740740741,40.8173545,-73.9227828
65.66203703703704,40.8219465,-73.9074433
387.2916666666667,40.8235775,-73.9067532
374.5439814814815,40.8209947,-73.8958907
161.35185185185185,40.830098,-73.898783
129.03587962962965,40.8395644,-73.9159505
158.8773148148148,40.83676699999999,-73.88596249999999
335.5324074074074,40.83913750000001,-73.87809399999999
203.87962962962965,40.7371767,-73.98864090000001
345.28935185185185,40.74087610000001,-73.9879814
666.7199074074074,40.8880998,-73.8250608
271.0833333333333,40.9042498,-73.8521512
140.51157407407408,40.85245920000001,-73.9035366
1204.0370370370372,40.8595729,-73.8874273
803.037037037037,40.8775756,-73.8666223
397.9768518518519,40.8399064,-73.877917
217.69907407407408,40.8763776,-73.84602749999999
371.3217592592593,40.6812364,-73.9042187
559.6898148148148,40.868285,-73.8331451
29.439814814814813,40.8559229,-73.8586907
908.4953703703704,40.8172646,-73.9309581
477.3032407407408,40.6340296,-73.94893909999999
550.7083333333334,40.65006289999999,-73.89130589999999
443.7893518518519,40.6349865,-73.91403330000001
323.6990740740741,40.7114523,-73.91985900000002
279.09953703703707,40.627116,-74.1251297
89.51388888888889,40.7188482,-73.9925927
157.33333333333334,40.537172,-74.20531369999999
201.40972222222223,40.668036,-73.87285949999999
254.14120370370367,40.698854,-73.7473846
181.16435185185185,40.7363079,-73.77279759999999
289.49305555555554,40.721735,-73.7600463
238.3449074074074,40.80949,-73.951664
281.7685185185185,40.6296529,-74.010708
162.50925925925924,40.8446982,-73.9408065
72.56481481481482,40.6855408,-73.95653539999999
70.62962962962962,40.6872389,-73.9417821
151.1851851851852,40.6205446,-74.1691385
279.68055555555554,40.8592637,-73.8986469
278.2731481481481,40.8424025,-73.91239689999999
398.46527777777777,40.82349670000001,-73.9245236
252.46064814814812,40.7111749,-73.948911
217.8912037037037,40.712782,-73.937248
74.46527777777777,40.8341323,-73.8747479
175.19675925925924,40.7523918,-73.7900982
187.49537037037035,40.71647309999999,-73.79235779999999
188.26851851851853,40.6815208,-73.9197243
432.4166666666667,40.728055,-74.007212
320.7453703703704,40.7394118,-74.0053906
193.15509259259255,40.5405075,-74.1960959
352.9560185185185,40.5306003,-74.1585459
303.41203703703707,40.5267024,-74.17473079999999
313.5925925925926,40.7134063,-73.76118810000001
524.8773148148148,40.677581,-73.8983446
238.40046296296293,40.69027759999999,-73.8717138
358.5787037037037,40.8443466,-73.9147479
239.56944444444449,40.8860786,-73.8787861
197.54861111111111,40.7288684,-73.82753079999999
209.78009259259255,40.7319516,-73.8634215
170.94560185185185,40.6302489,-73.9325183
318.25578703703707,40.6554013,-73.9215444
174.90509259259258,40.6055885,-73.9840498
43.49537037037037,40.8712264,-73.85565059999999
324.0138888888889,40.6892121,-73.9572204
310.8981481481481,40.7236843,-73.99646849999999
185.75,40.7298544,-73.9913978
759.5509259259259,40.7634777,-73.9672801
734.8611111111111,40.7420182,-73.98292219999999
434.1111111111111,40.771739,-73.961244
367.93055555555554,40.7884355,-73.94905779999999
410.80555555555554,40.801816,-73.93930859999999
330.3981481481481,40.8239116,-73.9421347
362.2824074074074,40.683592,-73.803445
219.11111111111111,40.69421630000001,-73.7530902
644.7175925925926,40.6705634,-73.8563396
307.7962962962963,40.6531255,-73.94210389999999
155.3726851851852,40.6705634,-73.8563396
72.66666666666667,40.6116613,-74.10961379999999
151.0162037037037,40.7563269,-73.7227726
149.73611111111111,40.8441929,-73.91745
556.7083333333334,40.7648466,-73.97048910000001
483.1990740740741,40.7553775,-73.9774369
515.1666666666666,40.7737484,-73.9640245
591.087962962963,40.7134862,-73.8168074
590.3657407407408,40.7134862,-73.8168074
167.43287037037035,40.7351068,-73.8251769
96.88657407407408,40.8076104,-73.954949
209.31712962962965,40.6031697,-74.1206949
62.4675925925926,40.7569951,-73.7296387
101.59953703703704,40.7648496,-73.73541949999999
432.8518518518519,40.7254495,-73.9096955
146.4351851851852,40.6428089,-73.9794391
214.64351851851853,40.8195386,-73.91620739999999
351.0509259259259,40.6938662,-73.78088009999999
493.4236111111111,40.6789136,-73.7598258
139.30555555555554,40.7077633,-73.9466657
340.4189814814815,40.7129582,-73.9069221
343.0509259259259,40.7113446,-73.8564553
151.0625,40.7140669,-73.7827089
185.88425925925924,40.7068525,-73.9481933
60.58796296296296,40.80939619999999,-73.9572561
181.19907407407408,40.8437889,-73.90947589999999
320.3726851851852,40.8283982,-73.9169115
207.42592592592592,40.8057848,-73.94481619999999
218.90509259259255,40.695706,-73.9463658
220.23842592592592,40.581131,-73.97457
208.4976851851852,40.63321759999999,-73.9951573
137.40277777777777,40.6181893,-73.9992996
44.56018518518519,40.7196031,-73.986758
863.6342592592592,40.6767127,-73.8674751
517.4027777777778,40.7578754,-73.79031859999999
870.5231481481482,40.76282260000001,-73.83327059999999
255.88888888888889,40.6362758,-73.9480217
344.2673611111111,40.600092,-73.9658374
154.36342592592592,40.6978949,-73.9467962
424.6736111111111,40.6955988,-73.9644592
346.7453703703704,40.74272089999999,-73.9845919
261.7916666666667,40.7119995,-74.008121
185.80787037037035,40.763681,-73.82303089999999
526.9490740740741,40.6599257,-73.8916423
123.25,40.7183133,-73.98249779999999
169.27546296296296,40.6077198,-74.0170326
166.19444444444446,40.63117,-74.127599
159.7523148148148,40.83309029999999,-73.8964025
384.6990740740741,40.6682422,-73.973857
251.1064814814815,40.8648137,-73.8945473
65.92361111111111,40.68334309999999,-73.9560996
389.3564814814815,40.7337205,-73.87034779999999
335.3024691358024,40.7149999,-73.8324119
328.00231481481484,40.6319876,-73.9186591
265.3796296296296,40.825142,-73.824677
216.88888888888889,40.6352884,-73.9005588
288.3032407407407,40.6385531,-73.9041829
999.0694444444443,40.5709204,-74.1699534
730.4166666666666,40.5739778,-74.1697892
334.9270833333333,40.5882231,-74.16569539999999
268.125,40.57524,-74.1277044
278.1782407407407,40.637291,-74.12782829999999
223.63657407407408,40.6370981,-74.150104
146.15740740740742,40.8228279,-73.9287682
234.55555555555557,40.8887225,-73.9078993
114.0162037037037,40.7991531,-73.9725389
116.97685185185186,40.7817818,-73.98507699999999
254.8449074074074,40.6547918,-73.9069317
311.85185185185185,40.6403502,-73.897076
577.8194444444445,40.6744554,-73.9528516
102.20833333333331,40.7631636,-73.81639419999999
141.82407407407408,40.7603659,-73.81508819999999
428.9537037037037,40.5963938,-73.7441187
211.42361111111111,40.8626938,-73.9090204
233.625,40.6205446,-74.1691385
1006.550925925926,40.8253955,-73.8832851
207.98611111111111,40.8392726,-73.8866156
242.65972222222223,40.8230847,-73.8918375
374.78472222222223,40.85684029999999,-73.88079929999999
156.88888888888889,40.8093423,-73.9124939
138.9837962962963,40.8092517,-73.95301
185.84490740740745,40.845424,-73.9365322
182.2962962962963,40.7551374,-73.9221195
171.41435185185185,40.5906318,-73.98410179999999
110.65277777777776,40.8145181,-73.9056772
82.79629629629629,40.8291555,-73.9004313
315.5208333333333,40.6021378,-74.1148836
269.0138888888889,40.6832487,-73.94390480000001
236.32870370370367,40.5941812,-74.16779799999999
186.67361111111111,40.76047459999999,-73.8265297
120.44907407407408,40.679946,-73.989559
420.9351851851852,40.7176439,-73.8170164
221.30092592592592,40.730973,-73.7749441
210.52546296296293,40.752136,-73.702553
257.8125,40.6235598,-73.9273728
376.7199074074074,40.6538464,-73.930679
198.26851851851853,40.734763,-73.7932814
228.65277777777777,40.6312341,-74.07749179999999
888.0231481481482,40.7264452,-74.0057271
308.60185185185185,40.6852738,-73.8881729
35.64351851851852,40.6202055,-73.9068753
214.93055555555557,40.6145409,-74.10935529999999
167.95138888888889,40.6035452,-74.1733952
77.19675925925927,40.84663030000001,-73.9373106
244.42592592592595,40.7179439,-74.0009906
353.58796296296293,40.897392,-73.8626227
465.1365740740741,40.8429975,-73.9035236
203.5601851851852,40.8786579,-73.8715575
355.56944444444446,40.8107718,-73.95261459999999
126.0787037037037,40.81708450000001,-73.94791649999999
355.3425925925926,40.8236602,-73.9438387
398.6990740740741,40.8308729,-73.9413234
34.06481481481481,40.840289,-73.9396759
231.47222222222223,40.7467948,-73.98844720000001
347.10185185185185,40.7498204,-73.98776459999999
322.7361111111111,40.7529478,-73.9854709
404.7962962962963,40.7586496,-73.9813439
262.46296296296293,40.76178220000001,-73.97906739999999
169.15277777777777,40.76303,-73.9781363
157.18055555555554,40.7636527,-73.9776904
394.5879629629629,40.7643344,-73.9771918
558.0648148148148,40.7182589,-74.0070236
260.1921296296296,40.7734965,-73.98907319999999
174.86111111111111,40.7811314,-73.9835107
202.43287037037035,40.7972212,-73.971846
272.53472222222223,40.8843782,-73.8871212
399.6111111111111,40.8526415,-73.8278215
409.6782407407407,40.8275207,-73.88639250000001
256.7199074074074,40.8815115,-73.8643136
51.9212962962963,40.6042315,-74.1441134
425.99189814814815,40.6842665,-73.846038
394.3564814814815,40.712078,-73.859985
109.5300925925926,40.5459779,-74.1930477
160.09722222222223,40.7497768,-73.9097188
182.79166666666663,40.7139531,-73.8595389
337.5787037037037,40.75991980000001,-73.95882879999999
303.4513888888889,40.7688161,-73.95232469999999
752.3009259259259,40.7475209,-73.99377559999999
165.0648148148148,40.8219582,-73.928103
121.91666666666669,40.75927859999999,-73.9808784
