the_geom,MeterNo,MeterType,LONG,LAT,Status,Borough,X,Y
POINT (-73.95387192177782 40.77917094660356),1208028,Strada,-73.9538719218,40.7791709466,Active,Manhattan,997025.241826,223153.188586
POINT (-73.9543533190294 40.7785118031587),1208027,Strada,-73.954353319,40.7785118032,Active,Manhattan,996892.043273,222912.970562
POINT (-73.95481807092511 40.77787781205214),1208025,Strada,-73.9548180709,40.7778778121,Active,Manhattan,996763.447402,222681.919515
POINT (-73.95527559823836 40.77724793961054),1208024,Strada,-73.9552755982,40.7772479396,Active,Manhattan,996636.84923,222452.370762
POINT (-73.9557544044234 40.776590337989525),1208021,Strada,-73.9557544044,40.776590338,Active,Manhattan,996504.360322,222212.717042
POINT (-73.9561795903595 40.77600967989832),1208020,Strada,-73.9561795904,40.7760096799,Active,Manhattan,996386.705701,222001.104604
POINT (-73.95664344960683 40.775375957317415),1208017,Strada,-73.9566434496,40.7753759573,Active,Manhattan,996258.347362,221770.154278
POINT (-73.95711873983284 40.77472281772353),1208016,Strada,-73.9571187398,40.7747228177,Active,Manhattan,996126.824003,221532.128836
POINT (-73.95764624963907 40.77399815666341),1208014,Strada,-73.9576462496,40.7739981567,Active,Manhattan,995980.847261,221268.039469
POINT (-73.95817808560719 40.773269825134015),1208013,Strada,-73.9581780856,40.7732698251,Active,Manhattan,995833.669734,221002.613163
POINT (-73.95029014441812 40.78368053143096),1208040,Strada,-73.9502901444,40.7836805314,Active,Manhattan,998016.288072,224796.725653
POINT (-73.95087175796472 40.78288455817588),1208039,Strada,-73.950871758,40.7828845582,Active,Manhattan,997855.382882,224506.634698
POINT (-73.95128584455485 40.78231839310086),1208036,Strada,-73.9512858446,40.7823183931,Active,Manhattan,997740.822088,224300.297512
POINT (-73.9517907039846 40.7816281123083),1208035,Strada,-73.951790704,40.7816281123,Inactive,Manhattan,997601.14553,224048.727477
POINT (-73.95223398631401 40.78102879855147),1208032,Strada,-73.9522339863,40.7810287986,Active,Manhattan,997478.501418,223830.309935
POINT (-73.95259481452428 40.78053195509585),1208031,Strada,-73.9525948145,40.7805319551,Active,Manhattan,997378.670253,223649.238775
POINT (-73.95456050550258 40.77783622192884),1208026,Strada,-73.9545605055,40.7778362219,Active,Manhattan,996834.789779,222666.803732
POINT (-73.95517165568815 40.776993892685354),1208023,Strada,-73.9551716557,40.7769938927,Active,Manhattan,996665.684474,222359.82764
POINT (-73.9553865003687 40.776698546404006),1208022,Strada,-73.9553865004,40.7766985464,Active,Manhattan,996606.235774,222252.192684
POINT (-73.95602475666695 40.77582500886683),1208019,Strada,-73.9560247567,40.7758250089,Active,Manhattan,996429.622938,221933.84424
POINT (-73.95630060021895 40.775449543857285),1208018,Strada,-73.9563006002,40.7754495439,Active,Manhattan,996353.292054,221797.011508
POINT (-73.9574113036071 40.77392420721499),1208015,Strada,-73.9574113036,40.7739242072,Active,Manhattan,996045.934073,221241.128762
POINT (-73.95786680080982 40.773302243301075),1208012,Strada,-73.9578668008,40.7733022433,Active,Manhattan,995919.882488,221014.465501
POINT (-73.94180418708623 40.812115476825724),1259665,Strada,-73.9418041871,40.8121154768,Active,Manhattan,1000359.4448,235158.012345
POINT (-73.93885840429934 40.81124158341652),1259664,Strada,-73.9388584043,40.8112415834,Inactive,Manhattan,1001175.10229,234840.177351
POINT (-73.93812177394011 40.812248488931914),1259663,Strada,-73.9381217739,40.8122484889,Active,Manhattan,1001378.75576,235207.172024
POINT (-73.93821066376995 40.81289693717938),1259662,Strada,-73.9382106638,40.8128969372,Active,Manhattan,1001353.98317,235443.407444
POINT (-73.93881098378014 40.81314917422113),1259661,Strada,-73.9388109838,40.8131491742,Active,Manhattan,1001187.74367,235535.18974
POINT (-73.93981984349281 40.81357497865206),1259660,Strada,-73.9398198435,40.8135749787,Active,Manhattan,1000908.37448,235690.132016
POINT (-73.94100735889657 40.813676667806575),1259659,Strada,-73.9410073589,40.8136766678,Active,Manhattan,1000579.63531,235726.957401
POINT (-73.94135482656637 40.813206209997766),1259658,Strada,-73.9413548266,40.81320621,Active,Manhattan,1000483.56824,235555.488256
POINT (-73.94169251554207 40.81274031979022),1259657,Strada,-73.9416925155,40.8127403198,Active,Manhattan,1000390.20557,235385.685446
POINT (-73.97595504259944 40.78923028113555),1218213,Strada,-73.9759550426,40.7892302811,Active,Manhattan,990908.281947,226815.697009
POINT (-73.97544799141318 40.78991967589571),1218212,Strada,-73.9754479914,40.7899196759,Active,Manhattan,991048.618937,227066.906152
POINT (-73.97495434452172 40.790032224108145),1218154,Strada,-73.9749543445,40.7900322241,Active,Manhattan,991185.301406,227107.950033
POINT (-73.97555387022875 40.78919956350808),1218153,Strada,-73.9755538702,40.7891995635,Active,Manhattan,991019.373588,226804.53627
POINT (-73.97396748187747 40.78928734270686),1038116,Strada,-73.9739674819,40.7892873427,Active,Manhattan,991458.650597,226836.643817
POINT (-73.97437435345601 40.78872881995138),1038115,Strada,-73.9743743535,40.78872882,Active,Manhattan,991346.043539,226633.121587
POINT (-73.96873881747632 40.796118414095865),1038139,Strada,-73.9687388175,40.7961184141,Active,Manhattan,992905.629002,229325.912461
POINT (-73.96903493067617 40.79571255861926),1038138,Strada,-73.9690349307,40.7957125586,Active,Manhattan,992823.693142,229178.016103
POINT (-73.96934800995868 40.79562196466886),1038137,Strada,-73.96934801,40.7956219647,Active,Manhattan,992737.018447,229144.979096
POINT (-73.96978192712479 40.79502508564097),1038136,Strada,-73.9697819271,40.7950250856,Active,Manhattan,992616.949133,228927.473625
POINT (-73.96680274643174 40.79401382494596),1038152,Strada,-73.9668027464,40.7940138249,Active,Manhattan,993441.980948,228559.334926
POINT (-73.96651595253691 40.794405075897856),1038151,Strada,-73.9665159525,40.7944050759,Active,Manhattan,993521.33676,228701.911412
POINT (-73.96627129705804 40.79474338094854),1038150,Strada,-73.9662712971,40.7947433809,Active,Manhattan,993589.031507,228825.193646
POINT (-73.97006992281453 40.79462801599107),1038135,Strada,-73.9700699228,40.794628016,Inactive,Manhattan,992537.256707,228782.780017
POINT (-73.97035148220083 40.79424445324374),1038134,Strada,-73.9703514822,40.7942444532,Active,Manhattan,992459.343806,228643.008315
POINT (-73.96997263095935 40.79442534216724),1038133,Strada,-73.969972631,40.7944253422,Active,Manhattan,992564.220892,228708.948144
POINT (-73.96247899805027 40.76333299656943),1264984,Strada,-73.9624789981,40.7633329966,Active,Manhattan,994643.97067,217381.757543
POINT (-73.96197476767622 40.764026415837044),1264981,Strada,-73.9619747677,40.7640264158,Active,Manhattan,994783.541585,217634.453232
POINT (-73.96151602109752 40.76468019253214),1264980,Strada,-73.9615160211,40.7646801925,Inactive,Manhattan,994910.516397,217872.701115
POINT (-73.96106109890465 40.76527799510245),1264977,Strada,-73.9610610989,40.7652779951,Active,Manhattan,995036.438389,218090.555995
POINT (-73.96254933957908 40.76289716725582),1264985,Strada,-73.9625493396,40.7628971673,Inactive,Manhattan,994624.55273,217222.962257
POINT (-73.96221569449276 40.76335500348806),1264983,Strada,-73.9622156945,40.7633550035,Active,Manhattan,994716.906876,217389.80674
POINT (-73.96179628615766 40.763928183820056),1264982,Strada,-73.9617962862,40.7639281838,Active,Manhattan,994832.999163,217598.685587
POINT (-73.96130004846799 40.76460875073263),1264979,Strada,-73.9613000485,40.7646087507,Active,Manhattan,994970.35486,217846.698871
POINT (-73.96085707156737 40.76521067001851),1264978,Strada,-73.9608570716,40.76521067,Active,Manhattan,995092.966819,218066.052435
POINT (-73.96037796524459 40.765864362214174),1264975,Strada,-73.9603779652,40.7658643622,Active,Manhattan,995225.576134,218304.273743
POINT (-73.95132284593548 40.77034086857276),1294858,Strada,-73.9513228459,40.7703408686,Active,Manhattan,997732.999925,219936.4775
POINT (-73.95093862122285 40.770865413624065),1294857,Strada,-73.9509386212,40.7708654136,Active,Manhattan,997839.31861,220127.64608
POINT (-73.9502316367754 40.7718374126392),1294856,Strada,-73.9502316368,40.7718374126,Active,Manhattan,998034.942234,220481.888154
POINT (-73.94978316537981 40.7724496493742),1294855,Strada,-73.9497831654,40.7724496494,Active,Manhattan,998159.032865,220705.017301
POINT (-73.94938363772401 40.77300172520146),1294854,Strada,-73.9493836377,40.7730017252,Active,Manhattan,998269.577592,220906.220639
POINT (-73.95269841681618 40.791981760980086),1348091,Strada,-73.9526984168,40.791981761,Active,Manhattan,997347.725433,227820.778332
POINT (-73.95227545771832 40.79255889292309),1348090,Strada,-73.9522754577,40.7925588929,Active,Manhattan,997464.727496,228031.110917
POINT (-73.9518501168178 40.793145832319986),1348089,Strada,-73.9518501168,40.7931458323,Active,Manhattan,997582.385069,228245.017641
POINT (-73.95976902184833 40.809486749980856),1389714,Strada,-73.9597690218,40.80948675,Active,Manhattan,995386.958357,234197.479817
POINT (-73.96053403283229 40.80980666953054),1389713,Strada,-73.9605340328,40.8098066695,Active,Manhattan,995175.131353,234313.941527
POINT (-73.96149757164471 40.810210307601395),1389712,Strada,-73.9614975716,40.8102103076,Active,Manhattan,994908.335955,234460.882506
POINT (-73.95838252920609 40.81030510661375),1389703,Strada,-73.9583825292,40.8103051066,Active,Manhattan,995770.633115,234495.815507
POINT (-73.9587903584489 40.80975374952614),1389702,Strada,-73.9587903584,40.8097537495,Active,Manhattan,995657.831503,234294.883166
POINT (-73.9593314785891 40.80901724974162),1389701,Strada,-73.9593314786,40.8090172497,Active,Manhattan,995508.160871,234026.480159
POINT (-73.95967700785484 40.80854627288419),1389700,Strada,-73.9596770079,40.8085462729,Inactive,Manhattan,995412.587899,233854.842379
POINT (-73.96020247697903 40.80781484220915),1389699,Strada,-73.960202477,40.8078148422,Active,Manhattan,995267.243702,233588.289763
POINT (-73.96058062872164 40.80730568818718),1389698,Strada,-73.9605806287,40.8073056882,Active,Manhattan,995162.642533,233402.739609
POINT (-73.87214635064872 40.75087338637625),4122354,Strada,-73.8721463506,40.7508733864,Active,Queens,1019674.30053,212865.941444
POINT (-73.87194224229827 40.74916901241584),4122353,Strada,-73.8719422423,40.7491690124,Active,Queens,1019731.76039,212245.066373
POINT (-73.87287133510479 40.749062150064546),4122355,Strada,-73.8728713351,40.7490621501,Active,Queens,1019474.38754,212205.758053
POINT (-73.87314803125628 40.74883989030604),4122331,Strada,-73.8731480313,40.7488398903,Active,Queens,1019397.83881,212124.670617
POINT (-73.8736850288024 40.748915776354096),4122358,Strada,-73.8736850288,40.7489157764,Active,Queens,1019249.00906,212152.103305
POINT (-73.87463122089741 40.74888674758319),4122360,Strada,-73.8746312209,40.7488867476,Active,Queens,1018986.85604,212141.150571
POINT (-73.87473320678015 40.748887724830986),4122359,Strada,-73.8747332068,40.7488877248,Active,Queens,1018958.59757,212141.466187
POINT (-73.87740059770759 40.74852947354539),4122369,Strada,-73.8774005977,40.7485294735,Active,Queens,1018219.70698,212009.898208
POINT (-73.87751048834278 40.74853734652754),4122368,Strada,-73.8775104883,40.7485373465,Active,Queens,1018189.25462,212012.72399
POINT (-73.8783475176012 40.748498692356854),4122371,Strada,-73.8783475176,40.7484986924,Active,Queens,1017957.35121,211998.317851
POINT (-73.87926698122206 40.748356269369154),4122373,Strada,-73.8792669812,40.7483562694,Active,Queens,1017702.6588,211946.076158
POINT (-73.87937562582097 40.74838393691312),4122372,Strada,-73.8793756258,40.7483839369,Active,Queens,1017672.54174,211956.114851
POINT (-73.880498594448 40.74992501842072),4122376,Strada,-73.8804985944,40.7499250184,Active,Queens,1017360.62438,212517.153427
POINT (-73.88060272119039 40.74990842740469),4122375,Strada,-73.8806027212,40.7499084274,Active,Queens,1017331.78192,212511.06945
POINT (-73.8876485975642 40.74755003882976),4122405,Strada,-73.8876485976,40.7475500388,Active,Queens,1015380.66181,211649.250964
POINT (-73.8877569490298 40.74756251473423),4122404,Strada,-73.887756949,40.7475625147,Active,Queens,1015350.63365,211653.757845
POINT (-73.88932772435196 40.747440406838194),4122436,Strada,-73.8893277244,40.7474404068,Active,Queens,1014915.45506,211608.716268
POINT (-73.8910907768244 40.747327596038026),4122435,Strada,-73.8910907768,40.747327596,Inactive,Queens,1014426.99377,211567.003425
POINT (-73.87235589753949 40.74891438763577),4122330,Strada,-73.8723558975,40.7489143876,Active,Queens,1019617.28162,212152.131192
POINT (-73.89005792857331 40.747362110974024),4122433,Strada,-73.8900579286,40.747362111,Active,Queens,1014713.16347,211579.935814
POINT (-73.89250487573682 40.747406465326385),4122432,Strada,-73.8925048757,40.7474064653,Active,Queens,1014035.13464,211595.254025
POINT (-73.89271542588594 40.74851335400615),4122431,Strada,-73.8927154259,40.748513354,Active,Queens,1013976.30077,211998.457286
POINT (-73.89195864281426 40.74698674571527),4122430,Strada,-73.8919586428,40.7469867457,Active,Queens,1014186.67535,211442.523031
POINT (-73.89168294295014 40.74717415873985),4122434,Strada,-73.891682943,40.7471741587,Retired,Queens,1014262.98327,211510.897894
POINT (-73.89269179387213 40.74713735201006),4122429,Strada,-73.8926917939,40.747137352,Active,Queens,1013983.46283,211497.143985
POINT (-73.8933347257277 40.74741644450333),4122428,Strada,-73.8933347257,40.7474164445,Active,Queens,1013805.19252,211598.608677
POINT (-73.89143187364324 40.74714061440184),4122684,Strada,-73.8914318736,40.7471406144,Active,Queens,1014332.56581,211498.762748
POINT (-73.89368217092361 40.74681806005745),4122424,Strada,-73.8936821709,40.7468180601,Active,Queens,1013709.18582,211380.48116
POINT (-73.893569546982 40.746791097519846),4122425,Strada,-73.893569547,40.7467910975,Active,Queens,1013740.40426,211370.695747
POINT (-73.89305536412571 40.74745065235891),4122426,Strada,-73.8930553641,40.7474506524,Active,Queens,1013882.58377,211611.166066
POINT (-73.89238975004619 40.74735342062072),4122421,Strada,-73.89238975,40.7473534206,Active,Queens,1014067.05781,211575.967318
POINT (-73.89261345106274 40.748507194064395),4122420,Strada,-73.8926134511,40.7485071941,Active,Queens,1014004.55859,211996.247645
POINT (-73.8907830375214 40.748848044697134),4122413,Strada,-73.8907830375,40.7488480447,Active,Queens,1014511.57267,212121.057435
POINT (-73.89044153709354 40.747108266066896),4122411,Strada,-73.8904415371,40.7471082661,Active,Queens,1014606.9875,211487.318873
POINT (-73.88966823607832 40.74726687803254),4122410,Strada,-73.8896682361,40.747266878,Active,Queens,1014821.18458,211545.375187
POINT (-73.88955530652564 40.747231224086505),4122409,Strada,-73.8895553065,40.7472312241,Retired,Queens,1014852.49193,211532.424754
POINT (-73.88997356195387 40.74887917925771),4122408,Strada,-73.889973562,40.7488791793,Active,Queens,1014735.84584,212132.681427
POINT (-73.88897589077757 40.74896057597661),4122407,Strada,-73.8889758908,40.748960576,Inactive,Queens,1015012.2403,212162.685632
POINT (-73.88877266081366 40.74734309196814),4122406,Strada,-73.8887726608,40.747343092,Active,Queens,1015069.29891,211573.456168
POINT (-73.88710372190845 40.74919467906945),4122401,Strada,-73.8871037219,40.7491946791,Active,Queens,1015530.86525,212248.639857
POINT (-73.88681501152622 40.74758712774204),4122400,Strada,-73.8868150115,40.7475871277,Active,Queens,1015611.61673,211663.060976
POINT (-73.8867045214197 40.747569292631965),4122402,Strada,-73.8867045214,40.7475692926,Active,Queens,1015642.24002,211656.602655
POINT (-73.88699275529703 40.749175521831624),4122403,Strada,-73.8869927553,40.7491755218,Active,Queens,1015561.62044,212241.69991
POINT (-73.88588951496196 40.74772249459206),4122399,Strada,-73.885889515,40.7477224946,Active,Queens,1015867.99154,211712.712123
POINT (-73.88615706714405 40.74920901090927),4122398,Strada,-73.8861570671,40.7492090109,Active,Queens,1015793.15377,212254.200869
POINT (-73.88577092694393 40.747645336867045),4122397,Strada,-73.8857709269,40.7476453369,Active,Queens,1015900.88682,211684.643938
POINT (-73.88605589263653 40.74926772837136),4122396,Strada,-73.8860558926,40.7492677284,Active,Queens,1015821.15896,212275.62996
POINT (-73.8765841743063 40.74868431822988),4122367,Strada,-73.8765841743,40.7486843182,Active,Queens,1018445.84105,212066.630706
POINT (-73.87688306786531 40.75029488675967),4122366,Strada,-73.8768830679,40.7502948868,Active,Queens,1018362.19948,212653.295544
POINT (-73.87650224313889 40.74882598282526),4122365,Strada,-73.8765022431,40.7488259828,Active,Queens,1018468.46961,212118.275616
POINT (-73.8760250471411 40.7489482534211),4122364,Strada,-73.8760250471,40.7489482534,Active,Queens,1018600.62682,212163.009451
POINT (-73.87556132484809 40.748814782699704),4122362,Strada,-73.8755613248,40.7488147827,Active,Queens,1018729.18267,212114.56401
POINT (-73.87568348598823 40.74889966132907),4122361,Strada,-73.875683486,40.7488996613,Active,Queens,1018695.29068,212145.439932
POINT (-73.8929773217003 40.74674517490526),4122350,Strada,-73.8929773217,40.7467451749,Active,Queens,1013904.52204,211354.164612
POINT (-73.89006806751809 40.74704504491976),4122348,Strada,-73.8900680675,40.7470450449,Active,Queens,1014710.49911,211464.415047
POINT (-73.88904423044934 40.74715405831287),4122347,Strada,-73.8890442304,40.7471540583,Active,Queens,1014994.13863,211504.48977
POINT (-73.88819637035365 40.7472455286907),4122346,Strada,-73.8881963704,40.7472455287,Active,Queens,1015229.02497,211538.114047
POINT (-73.88730723800354 40.7473402366039),4122345,Strada,-73.887307238,40.7473402366,Active,Queens,1015475.34502,211572.934843
POINT (-73.8864688854781 40.74742915873653),4122344,Strada,-73.8864688855,40.7474291587,Active,Queens,1015707.59685,211605.631957
POINT (-73.88552788418694 40.747526468179665),4122343,Strada,-73.8855278842,40.7475264682,Active,Queens,1015968.28629,211641.424208
POINT (-73.87976232435646 40.74813255046202),4122337,Strada,-73.8797623244,40.7481325505,Active,Queens,1017565.52128,211864.379471
POINT (-73.8787919670954 40.748235448331066),4122336,Strada,-73.8787919671,40.7482354483,Active,Queens,1017834.33636,211902.238975
POINT (-73.87788448500105 40.748331150219485),4122335,Strada,-73.877884485,40.7483311502,Active,Queens,1018085.73284,211937.45544
POINT (-73.87698654485882 40.74842379792924),4122334,Strada,-73.8769865449,40.7484237979,Active,Queens,1018334.48628,211971.558062
POINT (-73.87589726946756 40.748529616881314),4122333,Strada,-73.8758972695,40.7485296169,Active,Queens,1018636.24716,212010.536987
POINT (-73.87430977737529 40.74870893614061),4122332,Strada,-73.8743097774,40.7487089361,Active,Queens,1019076.01367,212076.495844
POINT (-73.87154196927442 40.74900404136575),4122329,Strada,-73.8715419693,40.7490040414,Active,Queens,1019842.75459,212185.124564
POINT (-73.87086899658006 40.749073463578554),4122328,Strada,-73.8708689966,40.7490734636,Active,Queens,1020029.18237,212210.691442
POINT (-73.82780870282814 40.763247314751794),4061147,Strada,-73.8278087028,40.7632473148,Active,Queens,1031950.01876,217395.197149
POINT (-73.83313309288718 40.75513481877444),4061123,Strada,-73.8331330929,40.7551348188,Active,Queens,1030480.70116,214436.700441
POINT (-73.83346379098067 40.75608827404189),4061124,Strada,-73.833463791,40.756088274,Active,Queens,1030388.42051,214783.900206
POINT (-73.81792766002181 40.74961302200829),4061150,Strada,-73.81792766,40.749613022,Active,Queens,1034697.56248,212433.326167
POINT (-73.83258630851047 40.75339937056421),4061121,Strada,-73.8325863085,40.7533993706,Active,Queens,1030633.39672,213804.710564
POINT (-73.83341814023484 40.76450215482172),4061136,Strada,-73.8334181402,40.7645021548,Active,Queens,1030395.23841,217849.371109
POINT (-73.82739314073238 40.76193340925495),4061143,Strada,-73.8273931407,40.7619334093,Active,Queens,1032066.07988,216916.725665
POINT (-73.82785245488338 40.765776212948616),4061141,Strada,-73.8278524549,40.7657762129,Active,Queens,1031936.08801,218316.532577
POINT (-73.82757368863662 40.76655411567017),4061140,Strada,-73.8275736886,40.7665541157,Active,Queens,1032012.75026,218600.099595
POINT (-73.81687852166442 40.7654419513783),4061165,Strada,-73.8168785217,40.7654419514,Active,Queens,1034976.19545,218200.914698
POINT (-73.81453237900584 40.76531446531357),4061164,Strada,-73.814532379,40.7653144653,Active,Queens,1035626.19415,218155.834735
POINT (-73.81443650554607 40.765111372905814),4061163,Strada,-73.8144365055,40.7651113729,Active,Queens,1035652.90866,218081.897875
POINT (-73.8290236367448 40.75696923867838),4061130,Strada,-73.8290236367,40.7569692387,Inactive,Queens,1031617.92559,215107.233549
POINT (-73.82931704721692 40.75765897656671),4061129,Strada,-73.8293170472,40.7576589766,Active,Queens,1031536.14853,215358.368546
POINT (-73.83107840295763 40.761264949204254),4061134,Strada,-73.831078403,40.7612649492,Active,Queens,1031045.64819,216671.194004
POINT (-73.83150177149678 40.76200228406015),4061133,Strada,-73.8315017715,40.7620022841,Active,Queens,1030927.84758,216939.602916
POINT (-73.83134921263687 40.76212413793164),4061132,Strada,-73.8313492126,40.7621241379,Active,Queens,1030970.02433,216984.079533
POINT (-73.82004182415479 40.72308977663706),4512464,Strada,-73.8200418242,40.7230897766,Active,Queens,1034131.6348,202768.881914
POINT (-73.82029510420516 40.72357790621312),4512463,Strada,-73.8202951042,40.7235779062,Active,Queens,1034061.06474,202946.57808
POINT (-73.82104692405252 40.72502361761565),4512462,Strada,-73.8210469241,40.7250236176,Active,Queens,1033851.59764,203472.86771
POINT (-73.82140513802969 40.72572077484099),4512458,Strada,-73.821405138,40.7257207748,Active,Queens,1033751.7914,203726.66051
POINT (-73.82169215439052 40.726281359033806),4512454,Strada,-73.8216921544,40.726281359,Active,Queens,1033671.8224,203930.736217
POINT (-73.8220686199835 40.72701631604036),4512449,Strada,-73.82206862,40.727016316,Active,Queens,1033566.93318,204198.291128
POINT (-73.82055522279195 40.719805797677644),4512465,Strada,-73.8205552228,40.7198057977,Inactive,Queens,1033991.77977,201572.137916
POINT (-73.81938356000883 40.72272924378346),4512466,Strada,-73.81938356,40.7227292438,Active,Queens,1034314.36607,202637.904485
POINT (-73.81941449414992 40.72281086962454),4512467,Strada,-73.8194144941,40.7228108696,Active,Queens,1034305.73026,202667.625554
POINT (-73.82081482612527 40.725202954519446),4512471,Strada,-73.8208148261,40.7252029545,Active,Queens,1033915.796,203538.337068
POINT (-73.82041585670753 40.724346982539075),4512470,Strada,-73.8204158567,40.7243469825,Active,Queens,1034027.01986,203226.707113
POINT (-73.82006633642023 40.723669593780514),4512469,Strada,-73.8200663364,40.7236695938,Active,Queens,1034124.40647,202980.11279
POINT (-73.81976599306631 40.723076830781494),4512468,Strada,-73.8197659931,40.7230768308,Active,Queens,1034208.10053,202764.322539
POINT (-73.82114080804456 40.72575155823708),4512455,Strada,-73.821140808,40.7257515582,Active,Queens,1033825.03371,203738.025316
POINT (-73.82145605658727 40.72529915174887),4512459,Strada,-73.8214560566,40.7252991517,Active,Queens,1033737.99123,203573.021709
POINT (-73.82138570382621 40.72523167270896),4512460,Strada,-73.8213857038,40.7252316727,Active,Queens,1033757.54139,203548.476811
POINT (-73.82120064692728 40.72511167065959),4512461,Strada,-73.8212006469,40.7251116707,Active,Queens,1033808.92384,203504.861085
POINT (-73.82146518187132 40.725624637562575),4512457,Strada,-73.8214651819,40.7256246376,Active,Queens,1033735.22024,203691.600869
POINT (-73.82180231115166 40.72628025444417),4512456,Strada,-73.8218023112,40.7262802544,Active,Queens,1033641.29097,203930.271651
POINT (-73.82211260189081 40.72654789868203),4512453,Strada,-73.8221126019,40.7265478987,Active,Queens,1033555.08937,204027.607743
POINT (-73.82221511713507 40.72663599279162),4512452,Strada,-73.8222151171,40.7266359928,Active,Queens,1033526.6101,204059.645408
POINT (-73.8221512974917 40.72696010331807),4512451,Strada,-73.8221512975,40.7269601033,Active,Queens,1033544.05921,204177.764594
POINT (-73.82245397460122 40.72724103268539),4512450,Strada,-73.8224539746,40.7272410327,Active,Queens,1033459.95931,204279.945492
POINT (-73.82337638531175 40.72957920135837),4512448,Strada,-73.8233763853,40.7295792014,Active,Queens,1033202.5799,205131.294512
POINT (-73.82379406215261 40.73039182421644),4512447,Strada,-73.8237940622,40.7303918242,Active,Queens,1033086.2222,205427.124629
POINT (-73.82491462049146 40.73227130241227),4512442,Strada,-73.8249146205,40.7322713024,Active,Queens,1032774.28647,206111.253182
POINT (-73.8251620385135 40.73274927100552),4512441,Strada,-73.8251620385,40.732749271,Active,Queens,1032705.36797,206285.254802
POINT (-73.82511929043167 40.73294497695394),4512439,Strada,-73.8251192904,40.732944977,Active,Queens,1032717.073,206356.580119
POINT (-73.82512813357984 40.73357058180563),4512446,Strada,-73.8251281336,40.7335705818,Active,Queens,1032714.16717,206584.502235
POINT (-73.81059593259249 40.72561074523251),4512484,Strada,-73.8105959326,40.7256107452,Active,Queens,1036747.90057,203692.866614
POINT (-73.81059425085245 40.725972150897476),4512483,Strada,-73.8105942509,40.7259721509,Active,Queens,1036748.082,203824.538595
POINT (-73.81502253975148 40.72798198187545),4512476,Strada,-73.8150225398,40.7279819819,Active,Queens,1035519.13728,204554.157871
POINT (-73.8150012037914 40.72831224683065),4512475,Strada,-73.8150012038,40.7283122468,Active,Queens,1035524.79672,204674.495884
POINT (-73.81499789662402 40.7300629286878),4512482,Strada,-73.8149978966,40.7300629287,Active,Queens,1035524.36627,205312.324333
POINT (-73.81505557429905 40.72967888876632),4512481,Strada,-73.8150555743,40.7296788888,Active,Queens,1035508.67601,205172.37317
POINT (-73.81510173897303 40.72922633117104),4512480,Strada,-73.815101739,40.7292263312,Active,Queens,1035496.22919,205007.465691
POINT (-73.81505602897009 40.728685058977675),4512479,Strada,-73.815056029,40.728685059,Active,Queens,1035509.31446,204810.29056
POINT (-73.81472403106886 40.72832950432076),4512478,Strada,-73.8147240311,40.7283295043,Active,Queens,1035601.60529,204680.945675
POINT (-73.81549437427451 40.72956709642228),4512472,Strada,-73.8154943743,40.7295670964,Active,Queens,1035387.14542,205131.387359
POINT (-73.81527905034186 40.729302632352585),4512474,Strada,-73.8152790503,40.7293026324,Active,Queens,1035447.02719,205035.160846
POINT (-73.81522271574357 40.72984751474407),4512473,Strada,-73.8152227157,40.7298475147,Active,Queens,1035462.22204,205233.710973
POINT (-73.80991983067177 40.73217726042226),4512497,Strada,-73.8099198307,40.7321772604,Active,Queens,1036930.1069,206085.652839
POINT (-73.80997467232939 40.732374793228416),4512496,Strada,-73.8099746723,40.7323747932,Active,Queens,1036914.75161,206157.587078
POINT (-73.81488323035009 40.73451022392036),4512495,Strada,-73.8148832304,40.7345102239,Active,Queens,1035552.72251,206932.676736
POINT (-73.81486214439549 40.73493058947701),4512494,Strada,-73.8148621444,40.7349305895,Active,Queens,1035558.24252,207085.841127
POINT (-73.81483801619017 40.7354393855832),4512493,Strada,-73.8148380162,40.7354393856,Active,Queens,1035564.53745,207271.225271
POINT (-73.81478729730267 40.73645914754424),4512492,Strada,-73.8147872973,40.7364591475,Active,Queens,1035577.80777,207642.785552
POINT (-73.81478112894204 40.73682853930205),4512491,Strada,-73.8147811289,40.7368285393,Active,Queens,1035579.23263,207777.369928
POINT (-73.81488190429977 40.73747137073839),4512490,Strada,-73.8148819043,40.7374713707,Active,Queens,1035550.81012,208011.514145
POINT (-73.81496761343794 40.73790769729381),4512489,Strada,-73.8149676134,40.7379076973,Active,Queens,1035526.72224,208170.43115
POINT (-73.81545903477732 40.740073389584445),4512486,Strada,-73.8154590348,40.7400733896,Active,Queens,1035388.87606,208959.172354
POINT (-73.8153403783921 40.739939417035906),4512487,Strada,-73.8153403784,40.739939417,Active,Queens,1035421.86024,208910.43131
POINT (-73.81516877546431 40.74040999732177),4512485,Strada,-73.8151687755,40.7404099973,Active,Queens,1035469.05208,209081.978539
POINT (-73.81492627685839 40.74063968617984),4512488,Strada,-73.8149262769,40.7406396862,Active,Queens,1035536.07458,209165.803175
POINT (-73.94761914109365 40.747593064646296),4152062,Strada,-73.9476191411,40.7475930646,Active,Queens,998763.838414,211649.302145
POINT (-73.94737208930505 40.747785858515854),4152061,Strada,-73.9473720893,40.7477858585,Active,Queens,998832.250023,211719.584156
POINT (-73.95300835513856 40.746975903135294),4152156,Strada,-73.9530083551,40.7469759031,Active,Queens,997270.700325,211423.603449
