the_geom,MeterNo,MeterType,LONG,LAT,Status,Borough,X,Y
POINT (-73.92005280057035 40.743229675642176),4723007,Strada,-73.9200528006,40.7432296756,Active,Queens,1006403.44814,210065.349932
POINT (-73.92001969808126 40.743404774294476),4723008,Strada,-73.9200196981,40.7434047743,Active,Queens,1006412.56262,210129.152298
POINT (-73.92102461629793 40.74335383628256),4723009,Strada,-73.9210246163,40.7433538363,Active,Queens,1006134.11632,210110.341312
POINT (-73.92099560584066 40.74351392746248),4723010,Strada,-73.9209956058,40.7435139275,Active,Queens,1006142.10253,210168.674857
POINT (-73.92192042874109 40.7434573750376),4723011,Strada,-73.9219204287,40.743457375,Active,Queens,1005885.85271,210147.841237
POINT (-73.92188766240403 40.743617463892186),4723012,Strada,-73.9218876624,40.7436174639,Active,Queens,1005894.88025,210206.174782
POINT (-73.9229629594787 40.74357720697653),4723013,Strada,-73.9229629595,40.743577207,Active,Queens,1005596.92908,210191.244037
POINT (-73.92293519971415 40.743743970430174),4723014,Strada,-73.9229351997,40.7437439704,Active,Queens,1005604.56784,210252.008023
POINT (-73.92373557254118 40.743660278763215),4723015,Strada,-73.9237355725,40.7436602788,Active,Queens,1005382.81205,210221.322389
POINT (-73.92370060342756 40.74383180220715),4723016,Strada,-73.9237006034,40.7438318022,Active,Queens,1005392.44753,210283.822264
POINT (-73.92470389630907 40.743780641009394),4723017,Strada,-73.9247038963,40.743780641,Active,Queens,1005114.45268,210264.942053
POINT (-73.92466863203009 40.74393786899991),4723018,Strada,-73.924668632,40.743937869,Active,Queens,1005124.1751,210322.233605
POINT (-73.92658012524267 40.74399247373327),4723019,Strada,-73.9265801252,40.7439924737,Active,Queens,1004594.48751,210341.67812
POINT (-73.92654861029584 40.74416257112643),4723020,Strada,-73.9265486103,40.7441625711,Active,Queens,1004603.16827,210403.657326
POINT (-73.92748198866146 40.744093710093125),4723021,Strada,-73.9274819887,40.7440937101,Active,Queens,1004344.55265,210378.353571
POINT (-73.92744733494193 40.744272383081324),4723022,Strada,-73.9274473349,40.7442723831,Active,Queens,1004354.10118,210443.457772
POINT (-73.92838543610124 40.744198752219006),4723023,Strada,-73.9283854361,40.7441987522,Active,Queens,1004094.17848,210416.4178
POINT (-73.92835745079829 40.74436962672995),4723024,Strada,-73.9283574508,40.7443696267,Active,Queens,1004101.8822,210478.679158
POINT (-73.9293762570688 40.74431545560351),4723025,Strada,-73.9293762571,40.7443154556,Active,Queens,1003819.59077,210458.713647
POINT (-73.92935101554917 40.74448603396611),4723026,Strada,-73.9293510155,40.744486034,Active,Queens,1003826.53498,210520.86641
POINT (-73.93122056803195 40.74452242853984),4723027,Strada,-73.931220568,40.7445224285,Active,Queens,1003308.47959,210533.713825
POINT (-73.93119219285133 40.74469824727756),4723028,Strada,-73.9311921929,40.7446982473,Active,Queens,1003316.29191,210597.776361
POINT (-73.93203725595957 40.744620361707064),4723029,Strada,-73.932037256,40.7446203617,Inactive,Queens,1003082.1513,210569.217363
POINT (-73.93201013755453 40.744793083640445),4723030,Strada,-73.9320101376,40.7447930836,Active,Queens,1003089.61684,210632.151292
POINT (-73.97659501359232 40.78750511809968),1083076,Strada,-73.9765950136,40.7875051181,Active,Manhattan,990731.235713,226187.112964
POINT (-73.97744248591968 40.787469475065905),1083086,Strada,-73.9774424859,40.7874694751,Active,Manhattan,990496.559673,226174.065418
POINT (-73.977107255681 40.78785996162436),1083083,Strada,-73.9771072557,40.7878599616,Active,Manhattan,990589.353451,226316.357128
POINT (-73.97595033255348 40.78798844631356),1083078,Strada,-73.9759503326,40.7879884463,Active,Manhattan,990909.710422,226363.254344
POINT (-73.97701283884098 40.7886202933372),1083081,Strada,-73.9770128388,40.7886202933,Active,Manhattan,990615.426234,226593.378884
POINT (-73.97807845338939 40.78667780075012),1083089,Strada,-73.9780784534,40.7866778008,Active,Manhattan,990320.52164,225885.586664
POINT (-73.97671304776452 40.78781651542338),1083077,Strada,-73.9767130478,40.7878165154,Active,Manhattan,990698.519899,226300.556963
POINT (-73.97590173351497 40.788762403127855),1083079,Strada,-73.9759017335,40.7887624031,Active,Manhattan,990923.090644,226645.237048
POINT (-73.97629118999355 40.788817916028556),1083080,Strada,-73.97629119,40.788817916,Active,Manhattan,990815.240138,226665.432874
POINT (-73.97979087614053 40.784387988744825),1083096,Strada,-73.9797908761,40.7843879887,Active,Manhattan,989846.509464,225051.215958
POINT (-73.9790305889065 40.78540425775637),1083094,Strada,-73.9790305889,40.7854042578,Active,Manhattan,990056.967049,225421.526897
POINT (-73.97841963917168 40.786226391710414),1083091,Strada,-73.9784196392,40.7862263917,Active,Manhattan,990226.080884,225721.09946
POINT (-73.97730755220034 40.788745549267375),1083082,Strada,-73.9773075522,40.7887455493,Active,Manhattan,990533.804678,226638.992638
POINT (-73.97733963162047 40.787819778570174),1083084,Strada,-73.9773396316,40.7878197786,Active,Manhattan,990525.008763,226301.700333
POINT (-73.97749467546437 40.78779084343786),1083085,Strada,-73.9774946755,40.7877908434,Active,Manhattan,990482.077419,226291.147205
POINT (-73.9778758049385 40.78721402480077),1083087,Strada,-73.9778758049,40.7872140248,Active,Manhattan,990376.589769,226080.965539
POINT (-73.97801412338676 40.7871802653734),1083088,Strada,-73.9780141234,40.7871802654,Active,Manhattan,990338.289977,226068.65618
POINT (-73.9784717669237 40.78654524999294),1083090,Strada,-73.9784717669,40.78654525,Active,Manhattan,990211.617002,225837.266879
POINT (-73.97890534005852 40.78598728061439),1083092,Strada,-73.9789053401,40.7859872806,Active,Manhattan,990091.60051,225633.950357
POINT (-73.97894456923771 40.78591265154956),1083093,Strada,-73.9789445692,40.7859126515,Active,Manhattan,990080.743576,225606.757826
POINT (-73.97940404006815 40.78527681682563),1083095,Strada,-73.9794040401,40.7852768168,Inactive,Manhattan,989953.559775,225375.071281
POINT (-74.00242743961738 40.740081417517956),1453333,Strada,-74.0024274396,40.7400814175,Active,Manhattan,983577.3222,208908.239385
POINT (-73.9566978764717 40.777831456411484),1193018,Strada,-73.9566978765,40.7778314564,Active,Manhattan,996242.830661,222664.767647
POINT (-73.95633489673781 40.77832908651806),1193019,Strada,-73.9563348967,40.7783290865,Active,Manhattan,996343.270093,222846.120958
POINT (-73.9557997350102 40.779057971443734),1193020,Strada,-73.955799735,40.7790579714,Active,Manhattan,996491.351818,223111.752645
POINT (-73.95524589028516 40.7798154320924),1193021,Strada,-73.9552458903,40.7798154321,Active,Manhattan,996644.599215,223387.799009
POINT (-73.95487669705699 40.78031784932331),1193022,Strada,-73.9548766971,40.7803178493,Active,Manhattan,996746.752554,223570.899036
POINT (-73.95938461710816 40.77443764168776),1193023,Strada,-73.9593846171,40.7744376417,Active,Manhattan,995499.292122,221427.930553
POINT (-73.992805334104 40.738211641727574),1453169,Strada,-73.9928053341,40.7382116417,Active,Manhattan,986243.799478,208227.093438
POINT (-73.99333628035862 40.73843693741571),1453171,Strada,-73.9933362804,40.7384369374,Active,Manhattan,986096.6564,208309.16414
POINT (-73.95642752607372 40.77848652938215),1193006,Strada,-73.9564275261,40.7784865294,Active,Manhattan,996317.587401,222903.469925
POINT (-73.95686919919399 40.77787906989024),1193007,Strada,-73.9568691992,40.7778790699,Active,Manhattan,996195.373079,222682.091431
POINT (-73.9574879130247 40.7770341746829),1193008,Strada,-73.957487913,40.7770341747,Active,Manhattan,996024.165416,222374.18391
POINT (-73.95772213850333 40.77670811505999),1193009,Strada,-73.9577221385,40.7767081151,Active,Manhattan,995959.351569,222255.358032
POINT (-73.9582938741532 40.775931826343296),1193010,Strada,-73.9582938742,40.7759318263,Inactive,Manhattan,995801.137319,221972.454071
POINT (-73.95870988585966 40.77582040838949),1193011,Strada,-73.9587098859,40.7758204084,Active,Manhattan,995685.935778,221931.806186
POINT (-73.95872685960323 40.77533667253907),1193012,Strada,-73.9587268596,40.7753366725,Active,Manhattan,995681.317677,221755.562772
POINT (-73.95865364552071 40.775146307932395),1193013,Strada,-73.9586536455,40.7751463079,Active,Manhattan,995701.628331,221686.216126
POINT (-73.9571430240789 40.777209596282496),1193017,Strada,-73.9571430241,40.7772095963,Active,Manhattan,996119.654726,222438.142444
POINT (-73.95805857522677 40.77596422386994),1193016,Strada,-73.9580585752,40.7759642239,Active,Manhattan,995866.30123,221984.288693
POINT (-73.95810808278486 40.77556726879321),1193015,Strada,-73.9581080828,40.7755672688,Active,Manhattan,995852.658541,221839.658076
POINT (-73.95810177541074 40.77546872359075),1193014,Strada,-73.9581017754,40.7754687236,Active,Manhattan,995854.422645,221803.755589
POINT (-73.98231473088072 40.77032922346083),1083097,Strada,-73.9823147309,40.7703292235,Active,Manhattan,989148.612894,219928.983092
POINT (-73.96655663990661 40.76967364292603),1183012,Strada,-73.9665566399,40.7696736429,Active,Manhattan,993513.510989,219691.407124
POINT (-73.96571772473615 40.77096259659345),1183016,Strada,-73.9657177247,40.7709625966,Active,Manhattan,993745.699172,220161.105659
POINT (-73.9680568579412 40.768674567359504),1183028,Strada,-73.9680568579,40.7686745674,Active,Manhattan,993098.096793,219327.255621
POINT (-73.96714506417123 40.7699277848004),1183025,Strada,-73.9671450642,40.7699277848,Active,Manhattan,993350.488021,219783.937778
POINT (-73.96942535055793 40.76679105250419),1183033,Strada,-73.9694253506,40.7667910525,Active,Manhattan,992719.270451,218640.893477
POINT (-73.96119157380556 40.77686709658626),1183049,Strada,-73.9611915738,40.7768670966,Active,Manhattan,994998.425013,222312.835608
POINT (-73.96188963075913 40.7771587312647),1183052,Strada,-73.9618896308,40.7771587313,Active,Manhattan,994805.044167,222419.003046
POINT (-73.95500459128421 40.78043173629645),1193004,Strada,-73.9550045913,40.7804317363,Active,Manhattan,996711.311351,223612.373691
POINT (-73.95540971601103 40.77988242812099),1193005,Strada,-73.955409716,40.7798824281,Active,Manhattan,996599.215447,223412.184787
POINT (-73.94319761810515 40.80690153562267),1013002,Strada,-73.9431976181,40.8069015356,Active,Manhattan,999974.954759,233258.135567
POINT (-73.94424851412212 40.807344052826096),1013003,Strada,-73.9442485141,40.8073440528,Active,Manhattan,999683.926141,233419.173303
POINT (-73.94506373853001 40.807689559242526),1013004,Strada,-73.9450637385,40.8076895592,Active,Manhattan,999458.16511,233544.910913
POINT (-73.94637398699095 40.8082421833516),1013005,Strada,-73.946373987,40.8082421834,Active,Manhattan,999095.322003,233746.026652
POINT (-73.94729447594264 40.8086292808362),1013006,Strada,-73.9472944759,40.8086292808,Active,Manhattan,998840.417658,233886.905307
POINT (-73.94773742614507 40.80881655555869),1013007,Strada,-73.9477374261,40.8088165556,Active,Manhattan,998717.755501,233955.062651
POINT (-73.94913199507097 40.809404231074524),1013008,Strada,-73.9491319951,40.8094042311,Active,Manhattan,998331.575171,234168.94641
POINT (-73.95067081524763 40.810053405042055),1013009,Strada,-73.9506708152,40.810053405,Active,Manhattan,997905.456929,234405.219887
POINT (-73.95207331434149 40.81064373351589),1013010,Strada,-73.9520733143,40.8106437335,Active,Manhattan,997517.095173,234620.081991
POINT (-73.95349620034409 40.811243665899376),1013011,Strada,-73.9534962003,40.8112436659,Active,Manhattan,997123.094977,234838.446383
POINT (-73.95773782118127 40.81487935049491),1013012,Strada,-73.9577378212,40.8148793505,Active,Manhattan,995948.298442,236162.461124
POINT (-73.95309461241774 40.810890696323376),1013014,Strada,-73.9530946124,40.8108906963,Active,Manhattan,997234.330647,234709.906286
POINT (-73.95362641368945 40.81111331097646),1013013,Strada,-73.9536264137,40.811113311,Active,Manhattan,997087.074708,234790.934339
POINT (-73.9517331397847 40.81031455781452),1013015,Strada,-73.9517331398,40.8103145578,Active,Manhattan,997611.32858,234500.203293
POINT (-73.95043234820406 40.80976625465484),1013016,Strada,-73.9504323482,40.8097662547,Active,Manhattan,997971.529303,234300.638076
POINT (-73.94928273968749 40.809285610054935),1013017,Strada,-73.9492827397,40.8092856101,Active,Manhattan,998289.870202,234125.70437
POINT (-73.94889790609997 40.80912090112457),1013018,Strada,-73.9488979061,40.8091209011,Active,Manhattan,998396.437246,234065.756984
POINT (-73.94639459099976 40.80806225088912),1013019,Strada,-73.946394591,40.8080622509,Inactive,Manhattan,999089.658301,233680.4674
POINT (-73.94435375938399 40.80720346114848),1013020,Strada,-73.9443537594,40.8072034611,Active,Manhattan,999654.823181,233367.932264
POINT (-73.94321166842678 40.80672285395076),1013021,Strada,-73.9432116684,40.806722854,Active,Manhattan,999971.107325,233193.033007
POINT (-73.94280622896177 40.80655188210211),1013022,Strada,-73.942806229,40.8065518821,Active,Manhattan,1000083.3886,233130.814956
POINT (-73.9395784615461 40.74822492628306),4152050,Strada,-73.9395784615,40.7482249263,Inactive,Queens,1000991.61381,211880.94407
POINT (-73.94033083292013 40.74795484329423),4153006,Strada,-73.9403308329,40.7479548433,Active,Queens,1000783.21364,211782.401288
POINT (-73.98951334055539 40.70344935863554),3013080,Strada,-73.9895133406,40.7034493586,Active,Brooklyn,987157.59916,195562.217193
POINT (-73.83212780679676 40.76019979120751),4813001,Strada,-73.8321278068,40.7601997912,Active,Queens,1030755.68027,216282.563876
POINT (-73.83171234385935 40.76018774861708),4813002,Strada,-73.8317123439,40.7601877486,Active,Queens,1030870.78437,216278.397217
POINT (-73.83175236355407 40.75997480310905),4813003,Strada,-73.8317523636,40.7599748031,Active,Queens,1030859.84673,216200.793042
POINT (-73.83215658812917 40.75996967453887),4813004,Strada,-73.8321565881,40.7599696745,Active,Queens,1030747.86762,216198.709713
POINT (-73.83172411895502 40.759991916500944),4813005,Strada,-73.831724119,40.7599919165,Active,Queens,1030867.65938,216207.043029
POINT (-73.83120683552725 40.757686476380535),4873001,Strada,-73.8312068355,40.7576864764,Inactive,Queens,1031012.58133,215367.373121
POINT (-73.83118249058138 40.757649272295),4873002,Strada,-73.8311824906,40.7576492723,Inactive,Queens,1031019.35199,215353.831481
POINT (-73.83081552012673 40.75779597757212),4873005,Strada,-73.8308155201,40.7577959776,Inactive,Queens,1031120.91445,215407.477043
POINT (-73.83061770327024 40.75796008607113),4873006,Strada,-73.8306177033,40.7579600861,Inactive,Queens,1031175.602,215467.372921
POINT (-73.8305896628412 40.757897144451036),4873007,Strada,-73.8305896628,40.7578971445,Inactive,Queens,1031183.41465,215444.4563
POINT (-73.8302037221835 40.75810958027427),4873008,Strada,-73.8302037222,40.7581095803,Inactive,Queens,1031290.18544,215522.060475
POINT (-73.91646010271675 40.81638681588279),2023018,Strada,-73.9164601027,40.8163868159,Active,Bronx,1007373.5689,236719.889143
POINT (-73.91404562916371 40.818376161814896),2023019,Strada,-73.9140456292,40.8183761618,Active,Bronx,1008041.17583,237445.325684
POINT (-73.9635616586769 40.774201893588994),1183043,Strada,-73.9635616587,40.7742018936,Active,Manhattan,994342.407625,221341.530792
POINT (-73.9632100181877 40.77468526180959),1183044,Strada,-73.9632100182,40.7746852618,Active,Manhattan,994439.728296,221517.678733
POINT (-73.96266817630122 40.77543240124009),1183045,Strada,-73.9626681763,40.7754324012,Active,Manhattan,994589.68633,221789.950171
POINT (-73.9612424476632 40.777380697271155),1183050,Strada,-73.9612424477,40.7773806973,Active,Manhattan,994984.252142,222499.951375
POINT (-73.96146833828692 40.777377266470026),1183051,Strada,-73.9614683383,40.7773772665,Active,Manhattan,994921.690259,222498.673819
POINT (-73.96188572459056 40.77706247706699),1183053,Strada,-73.9618857246,40.7770624771,Active,Manhattan,994806.141277,222383.934875
POINT (-73.96187677971751 40.7768142920245),1183054,Strada,-73.9618767797,40.776814292,Active,Manhattan,994808.658005,222293.513796
POINT (-73.96247604250905 40.77599121958532),1183055,Strada,-73.9624760425,40.7759912196,Active,Manhattan,994642.813848,221993.569186
POINT (-73.96295872540558 40.77573315483152),1183057,Strada,-73.9629587254,40.7757331548,Active,Manhattan,994509.167462,221899.490634
POINT (-73.96297656921459 40.77530570095779),1183058,Strada,-73.9629765692,40.775305701,Active,Manhattan,994504.291159,221743.752756
POINT (-73.96396757495768 40.77449794717461),1183060,Strada,-73.963967575,40.7744979472,Active,Manhattan,994229.935737,221449.346521
POINT (-73.96385705964296 40.77409645849823),1183061,Strada,-73.9638570596,40.7740964585,Active,Manhattan,994260.605623,221303.083362
POINT (-73.96427290469107 40.7738904288608),1183062,Strada,-73.9642729047,40.7738904289,Active,Manhattan,994145.458544,221227.97262
POINT (-73.96434136701502 40.77343683523559),1183065,Strada,-73.964341367,40.7734368352,Active,Manhattan,994126.563568,221062.705562
POINT (-73.96469011974989 40.77314430618988),1183067,Strada,-73.9646901197,40.7731443062,Active,Manhattan,994030.010612,220956.088321
POINT (-73.96481155048191 40.77279007375064),1183068,Strada,-73.9648115505,40.7727900738,Active,Manhattan,993996.428986,220827.016073
POINT (-73.96515667782228 40.77260412750135),1183069,Strada,-73.9651566778,40.7726041275,Active,Manhattan,993900.863232,220759.231431
POINT (-73.96522353620722 40.772222911618975),1183071,Strada,-73.9652235362,40.7722229116,Active,Manhattan,993882.400015,220620.3344
POINT (-73.96895737425915 40.76659439600673),1183001,Strada,-73.9689573743,40.766594396,Active,Manhattan,992848.926688,218569.290601
POINT (-73.96757706241907 40.768470695305524),1183005,Strada,-73.9675770624,40.7684706953,Active,Manhattan,993231.025333,219253.027095
POINT (-73.9654877904306 40.77156132117417),1183018,Strada,-73.9654877904,40.7715613212,Active,Manhattan,993809.301736,220379.265984
POINT (-73.96582523536853 40.77140050543481),1183019,Strada,-73.9658252354,40.7714005054,Active,Manhattan,993715.858025,220320.638805
POINT (-73.96669333533319 40.77020914255617),1183024,Strada,-73.9666933353,40.7702091426,Active,Manhattan,993475.5734,219886.493019
POINT (-73.9671904449103 40.76952756448057),1183026,Strada,-73.9671904449,40.7695275645,Active,Manhattan,993337.972626,219638.1195
POINT (-73.96763450388259 40.76892158098382),1183027,Strada,-73.9676345039,40.768921581,Active,Manhattan,993215.05358,219417.293827
POINT (-73.96811207367497 40.768264659910926),1183029,Strada,-73.9681120737,40.7682646599,Active,Manhattan,993082.856666,219177.907166
POINT (-73.9685650448923 40.76764170609281),1183030,Strada,-73.9685650449,40.7676417061,Active,Manhattan,992957.466497,218950.89909
POINT (-73.96892545366818 40.7671474111022),1183031,Strada,-73.9689254537,40.7671474111,Active,Manhattan,992857.69734,218770.775435
POINT (-73.96943053522989 40.76689051632648),1183032,Strada,-73.9694305352,40.7668905163,Active,Manhattan,992717.821635,218677.130937
POINT (-73.96946086954344 40.76641155268591),1183034,Strada,-73.9694608695,40.7664115527,Active,Manhattan,992709.479788,218502.625708
POINT (-73.96496593113545 40.772267924472736),1183035,Strada,-73.9649659311,40.7722679245,Active,Manhattan,993953.745016,220636.762516
POINT (-73.9646433553088 40.77238748028867),1183037,Strada,-73.9646433553,40.7723874803,Active,Manhattan,994043.074562,220680.356589
POINT (-73.96457278084884 40.77280940372383),1183038,Strada,-73.9645727808,40.7728094037,Active,Manhattan,994062.560087,220834.085284
POINT (-73.99519148031436 40.71865238329824),1243108,Strada,-73.9951914803,40.7186523833,Active,Manhattan,985582.937283,201101.001719
POINT (-73.97687773791858 40.747236242038674),1443805,Strada,-73.9768777379,40.747236242,Active,Manhattan,990656.817227,211515.806349
POINT (-73.98110956259829 40.72952315305117),1133087,Strada,-73.9811095626,40.7295231531,Active,Manhattan,989485.636498,205062.086973
POINT (-73.84331507446876 40.72132227416907),4053100,Strada,-73.8433150745,40.7213222742,Active,Queens,1027681.80748,202112.53152
POINT (-73.83214817365268 40.75994717123325),4813007,Strada,-73.8321481737,40.7599471712,Active,Queens,1030750.2144,216190.515503
POINT (-73.83082947622941 40.75783616966849),4873003,Strada,-73.8308294762,40.7578361697,Inactive,Queens,1031117.01977,215422.112841
POINT (-73.83019967944297 40.75808112731178),4873004,Strada,-73.8301996794,40.7580811273,Inactive,Queens,1031291.32552,215511.696323
POINT (-73.98510753372547 40.74494456034598),1443636,Strada,-73.9851075337,40.7449445603,Active,Manhattan,988376.611485,210680.378558
POINT (-73.97794917632467 40.68556213721132),3013650,Strada,-73.9779491763,40.6855621372,Active,Brooklyn,990365.594712,189045.970711
POINT (-73.8232339955191 40.71090605521658),4043074,Strada,-73.8232339955,40.7109060552,Active,Queens,1033255.77271,198328.187383
POINT (-73.90753632362146 40.7536484815049),4343106,Strada,-73.9075363236,40.7536484815,Active,Queens,1009867.76831,213864.666809
POINT (-73.98588106486197 40.721949035041675),1023073,Strada,-73.9858810649,40.721949035,Active,Manhattan,988163.621098,202302.352007
POINT (-73.98828873073965 40.72267878981024),1023189,Strada,-73.9882887307,40.7226787898,Active,Manhattan,987496.205766,202568.125753
POINT (-73.98401713435061 40.725250922057135),1133088,Strada,-73.9840171344,40.7252509221,Active,Manhattan,988680.063634,203505.420139
POINT (-73.98697283512661 40.7225797977237),1133089,Strada,-73.9869728351,40.7225797977,Active,Manhattan,987860.95963,202532.11139
POINT (-73.98752829064858 40.72274259118639),1133090,Strada,-73.9875282906,40.7227425912,Active,Manhattan,987706.986184,202591.399657
POINT (-73.97753449575426 40.73845817839),1133093,Strada,-73.9775344958,40.7384581784,Active,Manhattan,990475.660109,208317.630987
POINT (-73.98850285699946 40.731673392773196),1153022,Strada,-73.988502857,40.7316733928,Active,Manhattan,987436.422749,205845.13101
POINT (-73.96521101788541 40.77253455394539),1183070,Strada,-73.9652110179,40.7725345539,Active,Manhattan,993885.822252,220733.87748
POINT (-73.95974245944225 40.7739457424094),1193024,Strada,-73.9597424594,40.7739457424,Active,Manhattan,995400.262464,221248.669429
POINT (-73.96028469195032 40.77320204581223),1193025,Strada,-73.960284692,40.7732020458,Active,Manhattan,995250.201413,220977.647333
POINT (-73.96074637635694 40.77256545922734),1193026,Strada,-73.9607463764,40.7725654592,Active,Manhattan,995122.429687,220745.659936
POINT (-73.9609948771492 40.77222827549142),1193027,Strada,-73.9609948771,40.7722282755,Active,Manhattan,995053.65489,220622.781901
POINT (-73.96124791331744 40.771882785587074),1193028,Strada,-73.9612479133,40.7718827856,Active,Manhattan,994983.624518,220496.877297
POINT (-73.9614364438135 40.77186556278138),1193029,Strada,-73.9614364438,40.7718655628,Active,Manhattan,994931.407759,220490.57941
POINT (-73.96153151721775 40.771812227142284),1193030,Strada,-73.9615315172,40.7718122271,Active,Manhattan,994905.08268,220471.135879
POINT (-73.96198481734615 40.771174060391296),1193031,Strada,-73.9619848173,40.7711740604,Active,Manhattan,994779.627551,220238.575649
POINT (-73.96204385856137 40.770786216883536),1193032,Strada,-73.9620438586,40.7707862169,Active,Manhattan,994763.335261,220097.264251
POINT (-73.9618869311213 40.77071370608243),1193033,Strada,-73.9618869311,40.7707137061,Active,Manhattan,994806.81352,220070.865026
POINT (-73.9614767981987 40.77096073623186),1193034,Strada,-73.9614767982,40.7709607362,Active,Manhattan,994920.375301,220160.916027
POINT (-73.96153280525118 40.771079308001276),1193035,Strada,-73.9615328053,40.771079308,Active,Manhattan,994904.84318,220204.108854
POINT (-73.96144078581798 40.7713240493363),1193036,Strada,-73.9614407858,40.7713240493,Active,Manhattan,994930.291948,220293.287481
POINT (-73.9609467750168 40.77165997957201),1193037,Strada,-73.960946775,40.7716599796,Active,Manhattan,995067.070545,220415.73868
POINT (-73.96108617882486 40.77181406771195),1193038,Strada,-73.9610861788,40.7718140677,Inactive,Manhattan,995028.433156,220471.860943
POINT (-73.96085901938747 40.772124031303996),1193039,Strada,-73.9608590194,40.7721240313,Active,Manhattan,995091.301796,220584.819051
POINT (-73.9610734901426 40.772449013585714),1193040,Strada,-73.9610734901,40.7724490136,Active,Manhattan,995031.844894,220703.19447
POINT (-73.96038421938921 40.77225104709388),1193041,Strada,-73.9603842194,40.7722510471,Active,Manhattan,995222.791363,220631.15426
POINT (-73.96059247279106 40.77249053256437),1193042,Strada,-73.9605924728,40.7724905326,Active,Manhattan,995165.070021,220718.380791
POINT (-73.9599659221485 40.77290967994866),1193043,Strada,-73.9599659221,40.7729096799,Active,Manhattan,995338.541787,220871.168872
POINT (-73.96002131791289 40.77327524216787),1193044,Strada,-73.9600213179,40.7732752422,Active,Manhattan,995323.137619,221004.348395
POINT (-73.95971184343632 40.77353364896638),1193045,Strada,-73.9597118434,40.773533649,Active,Manhattan,995408.811332,221098.533902
POINT (-73.9595302085748 40.7735512513821),1193046,Strada,-73.9595302086,40.7735512514,Active,Manhattan,995459.116677,221104.970241
POINT (-73.95952813901349 40.77394723420626),1193047,Strada,-73.959528139,40.7739472342,Inactive,Manhattan,995459.623238,221249.240294
POINT (-73.95911357842293 40.774517788738876),1193048,Strada,-73.9591135784,40.7745177887,Active,Manhattan,995574.348402,221457.165731
POINT (-73.96268004685507 40.769913454228224),1193049,Strada,-73.9626800469,40.7699134542,Active,Manhattan,994587.255232,219779.212066
POINT (-73.96297050013958 40.76989598092032),1193050,Strada,-73.9629705001,40.7698959809,Active,Manhattan,994506.805262,219772.811816
POINT (-73.96299286033367 40.769815014836034),1193051,Strada,-73.9629928603,40.7698150148,Active,Manhattan,994500.624172,219743.310563
POINT (-73.96300641209903 40.76947101245938),1193052,Strada,-73.9630064121,40.7694710125,Active,Manhattan,994496.923392,219617.97748
POINT (-73.96337605795122 40.76924923388208),1193053,Strada,-73.963376058,40.7692492339,Active,Manhattan,994394.568282,219537.133154
POINT (-73.96334888452827 40.76914562681441),1193054,Strada,-73.9633488845,40.7691456268,Active,Manhattan,994402.110917,219499.388807
POINT (-73.96364193407207 40.768598909587666),1193055,Strada,-73.9636419341,40.7685989096,Active,Manhattan,994321.020856,219300.167749
POINT (-73.96407573181041 40.76800063848441),1193056,Strada,-73.9640757318,40.7680006385,Active,Manhattan,994200.95023,219082.148171
POINT (-73.96448171317279 40.76744625308093),1193057,Strada,-73.9644817132,40.7674462531,Active,Manhattan,994088.576111,218880.121345
POINT (-73.96532653718519 40.76628897670033),1193058,Strada,-73.9653265372,40.7662889767,Active,Manhattan,993854.726513,218458.393513
POINT (-73.96649067410775 40.764405266849785),1193059,Strada,-73.9664906741,40.7644052668,Retired,Manhattan,993532.517184,217771.970346
POINT (-73.9660273653656 40.765038608783925),1193060,Strada,-73.9660273654,40.7650386088,Active,Manhattan,993660.770208,218002.767128
POINT (-73.96558305784238 40.76565001729843),1193061,Strada,-73.9655830578,40.7656500173,Active,Manhattan,993783.760448,218225.571473
POINT (-73.9651672349471 40.76621874607536),1193062,Strada,-73.9651672349,40.7662187461,Active,Manhattan,993898.86422,218432.823683
POINT (-73.9643789003589 40.76729945723795),1193063,Strada,-73.9643789004,40.7672994572,Active,Manhattan,994117.077039,218826.650323
POINT (-73.9636169860764 40.7683478277979),1193064,Strada,-73.9636169861,40.7683478278,Active,Manhattan,994327.969333,219208.693194
POINT (-73.96333785190976 40.76872732949964),1193065,Strada,-73.9633378519,40.7687273295,Active,Manhattan,994405.230662,219346.99049
POINT (-73.96291287576832 40.768960948905146),1193066,Strada,-73.9629128758,40.7689609489,Active,Manhattan,994522.910873,219432.155345
POINT (-73.96280460998629 40.76900668029662),1193067,Strada,-73.96280461,40.7690066803,Active,Manhattan,994552.892768,219448.829525
POINT (-73.96287193358515 40.769365978601265),1193068,Strada,-73.9628719336,40.7693659786,Active,Manhattan,994534.189065,219579.725916
POINT (-73.96242598773537 40.769575036303756),1193069,Strada,-73.9624259877,40.7695750363,Active,Manhattan,994657.67996,219655.945252
POINT (-73.96240648317655 40.76965927023945),1193070,Strada,-73.9624064832,40.7696592702,Active,Manhattan,994663.069385,219686.636792
POINT (-73.96243118786744 40.769964892954725),1193071,Strada,-73.9624311879,40.769964893,Active,Manhattan,994656.178651,219797.98237
POINT (-73.96888519441808 40.766663140810394),1183002,Strada,-73.9688851944,40.7666631408,Active,Manhattan,992868.911884,218594.343701
POINT (-73.96228405114982 40.77594777609204),1183048,Strada,-73.9622840511,40.7759477761,Active,Manhattan,994695.9955,221977.764099
