NTA_lat,NTA_long,Population,traffic,buildings,legalstories,rating,price,rest_insp_score,density/p_meter,acres,wellbeing/hotels,wellbeing/libraries,DAY CARE,NON-PUBLIC K-12 SCHOOLS,HOSPITALS AND CLINICS,PUBLIC K-12 SCHOOLS
40.72639943341965,-73.81866840459611,37479.0,618.4837962962963,79.0,2.4050632911392404,3.09,1.84,22.294117647058822,58.0,177.896,1.0,1.0,11.0,6.0,0.0,4.0
40.72833317193866,-73.80244496724222,34034.0,250.28935185185185,70.0,1.0,2.59,1.96,17.51923076923077,28.0,8.093,0.0,1.0,11.0,1.0,5.0,4.0
40.7541089694526,-73.80729444050496,26982.0,290.0,89.0,2.449438202247191,3.76,1.5,23.253164556962027,55.0,241.009,0.0,0.0,3.0,1.0,2.0,1.0
40.71063933412504,-73.7611370511429,20269.0,603.0856481481482,70.0,1.0,2.69,1.84,23.01219512195122,22.0,5.787,0.0,2.0,8.0,3.0,2.0,8.0
40.657841468762136,-73.73945475132105,25063.0,290.0,69.0,1.884057971014493,2.67,2.0,10.090909090909092,12.0,382.984,1.0,1.0,3.0,3.0,0.0,3.0
40.86526567552461,-73.90591108498285,32496.0,570.2013888888889,70.0,1.0,3.28,1.56,20.86046511627907,29.0,26.692,1.0,1.0,6.0,2.0,2.0,5.0
40.85252203480638,-73.91597420552891,54188.0,508.3148148148148,305.0,3.7114754098360656,3.89,1.44,23.942307692307693,13.0,83.33,0.0,1.0,10.0,5.0,15.0,14.0
40.703916526132,-73.95859674795682,32926.0,325.1898148148148,110.0,4.109090909090909,3.59,1.88,34.71910112359551,55.0,18.306,8.0,1.0,49.0,25.0,17.0,6.0
40.89953496820569,-73.9069847604234,27860.0,370.125,218.0,4.5963302752293576,3.93,1.76,16.533333333333335,18.0,1000.0,2.0,1.0,15.0,15.0,1.0,1.0
40.60491359561196,-73.94813559482512,38917.0,160.7337962962963,65.0,2.6153846153846154,2.59,1.92,19.62962962962963,122.0,6.172,0.0,1.0,19.0,11.0,6.0,7.0
40.62092403927339,-73.95682458081475,52835.0,409.375,70.0,1.0,2.75,1.86,31.75,157.0,3.534,0.0,1.0,17.0,23.0,10.0,4.0
40.71545452531067,-73.74153181008387,52504.0,290.0,98.0,2.061224489795918,4.07,1.78,25.19736842105263,66.0,5.891,2.0,1.0,11.0,5.0,2.0,3.0
40.69442746765774,-73.79096387824596,38894.0,484.2453703703704,121.0,2.3057851239669422,3.07,1.9,26.742857142857144,7.0,19.985,4.0,1.0,9.0,1.0,11.0,11.0
40.6461118953468,-73.9516232199433,29938.0,733.1921296296297,91.0,3.087912087912088,3.72,1.86,25.774058577405857,151.0,3.083,2.0,2.0,21.0,4.0,8.0,10.0
40.6145798899856,-73.91524588487795,45231.0,516.9699074074074,119.0,2.100840336134454,2.88,1.84,17.34567901234568,27.0,1000.0,0.0,0.0,5.0,3.0,1.0,2.0
40.88240602000621,-73.91066684061103,30161.0,234.5555555555556,260.0,3.5384615384615383,3.93,1.66,32.07407407407408,98.0,185.228,0.0,2.0,15.0,2.0,5.0,11.0
40.69454069442224,-73.83092640099397,62982.0,290.0,62.0,2.225806451612903,2.51,2.0,22.0125,55.0,4.565,0.0,1.0,4.0,2.0,3.0,7.0
40.79113032453567,-73.88265513781992,11091.0,290.0,70.0,1.0,2.58,1.98,0.0,0.0,21.10936646,0.0,0.0,0.0,0.0,0.0,0.0
40.75103562298981,-73.78794881529473,19996.0,707.4282407407408,45.0,2.688888888888889,3.08,1.86,19.65909090909091,46.0,1.964,0.0,1.0,6.0,2.0,5.0,4.0
40.76149375451989,-73.91969704447682,78793.0,182.2962962962963,90.0,3.088888888888889,2.53,1.98,23.025352112676057,305.0,6.348000000000001,1.0,1.0,11.0,5.0,4.0,8.0
40.72065535481476,-73.77610063972261,25480.0,372.3634259259259,49.0,2.204081632653061,3.28,1.66,17.91176470588235,9.0,363.612,1.0,0.0,6.0,4.0,1.0,3.0
40.700560683154535,-73.91776601133527,57138.0,446.1087962962963,55.0,3.290909090909091,2.93,1.88,19.02439024390244,76.0,9.238,0.0,1.0,15.0,4.0,10.0,19.0
40.704368757648346,-73.79397966825385,53751.0,187.49537037037035,75.0,3.1066666666666665,4.12,1.84,27.435185185185187,108.0,24.656,5.0,1.0,12.0,5.0,11.0,6.0
40.742348941749,-73.85837079063434,57658.0,225.7037037037037,70.0,1.0,2.62,1.9,33.71951219512195,36.0,906.217,2.0,1.0,9.0,3.0,1.0,6.0
40.706531363612704,-73.90171541060506,69317.0,340.4189814814815,118.0,2.2711864406779663,3.59,1.76,18.31779661016949,136.0,16.384,1.0,1.0,10.0,6.0,4.0,9.0
40.73831641714256,-73.89217317475966,25521.0,290.0,70.0,1.0,4.06,1.7,29.725,97.0,10.214,10.0,0.0,9.0,5.0,1.0,6.0
40.68816824316435,-73.93188820624536,63504.0,70.62962962962962,180.0,3.238888888888889,3.98,1.78,27.703703703703702,11.0,14.598,3.0,1.0,17.0,8.0,5.0,18.0
40.85778148187093,-73.88586708731046,27378.0,1578.8217592592594,1039.0,3.4302213666987487,2.85,1.8,16.046875,83.0,1.775,4.0,1.0,3.0,4.0,13.0,13.0
40.84496706418226,-73.88552387705329,43423.0,290.0,480.0,3.4384133611691023,2.96,1.88,19.615384615384617,27.0,744.932,1.0,1.0,6.0,4.0,8.0,18.0
40.71536854625292,-73.93679688042977,34158.0,217.8912037037037,116.0,4.025862068965517,4.15,1.98,17.740331491712706,42.0,14.551,9.0,1.0,9.0,4.0,10.0,14.0
40.84274666378669,-73.90031781559387,31078.0,934.9166666666666,641.0,3.4570982839313573,3.86,1.84,23.31111111111111,28.0,60.161,4.0,1.0,15.0,4.0,9.0,12.0
40.85815440178615,-73.89953703434388,28262.0,279.68055555555554,70.0,1.0,2.64,1.98,20.278846153846157,113.0,5.432,4.0,1.0,11.0,6.0,12.0,14.0
40.76416511873816,-73.9923992723976,45884.0,2106.4513888888887,1607.0,8.141521197007481,2.79,1.56,26.277142857142856,162.0,8.513,51.0,1.0,9.0,3.0,14.0,16.0
40.74758077289947,-73.99901992342878,70150.0,1979.8472222222224,1913.0,6.100681699003671,4.04,1.76,21.749546279491835,318.0,15.151,66.0,2.0,13.0,8.0,17.0,15.0
40.77732494193296,-73.94868255727877,77942.0,290.0,1872.0,7.094652406417112,3.48,1.8,23.91851851851852,99.0,32.27,100.0,1.0,26.0,7.0,4.0,6.0
40.86788284818757,-73.91766203747093,46746.0,673.8680555555554,373.0,4.806970509383378,4.03,1.64,19.03529411764706,54.0,224.831,0.0,1.0,6.0,3.0,6.0,9.0
40.69150749761983,-73.9499050211329,70713.0,373.2685185185184,236.0,3.9279661016949152,2.97,1.94,21.48444444444445,48.0,26.546,3.0,1.0,22.0,11.0,9.0,10.0
40.80788646974493,-73.96254407122397,55929.0,280.3935185185186,2946.0,5.326648538409246,3.98,1.98,25.324468085106385,78.0,289.886,31.0,1.0,23.0,6.0,4.0,9.0
40.696458816404906,-73.92511472597955,72101.0,290.0,70.0,1.0,3.84,1.78,23.58682634730539,40.0,11.686,4.0,1.0,9.0,4.0,4.0,7.0
40.80433264424693,-73.95129424485714,43383.0,1352.0300925925926,776.0,4.664516129032258,4.07,1.72,22.45578231292517,90.0,24.712,6.0,2.0,18.0,8.0,19.0,8.0
40.69434146001008,-73.73555421066426,18677.0,254.14120370370367,18.0,2.055555555555556,3.99,1.82,35.07142857142857,2.0,8.719999999999999,0.0,1.0,4.0,6.0,1.0,6.0
40.618729466067954,-74.07370560707996,26453.0,228.65277777777777,70.0,1.0,4.0,1.78,19.1875,73.0,35.58,3.0,2.0,7.0,3.0,8.0,5.0
40.76372843942197,-73.73693765999688,24739.0,455.3634259259259,53.0,2.641509433962264,2.78,1.96,19.0,42.0,53.449000000000005,0.0,2.0,8.0,3.0,1.0,4.0
40.8011684124129,-73.93734577107963,58019.0,1531.6435185185185,768.0,4.302083333333333,4.07,1.86,20.747474747474747,57.0,295.096,1.0,1.0,17.0,8.0,25.0,13.0
40.771570382460126,-73.92833316728714,27814.0,290.0,68.0,3.7205882352941178,3.87,1.76,20.74025974025974,38.0,255.68099754,1.0,1.0,15.0,3.0,7.0,6.0
40.76273268441473,-73.77342351074492,43808.0,204.07407407407408,41.0,2.024390243902439,4.11,1.6,21.92820512820513,102.0,402.135,3.0,1.0,14.0,4.0,1.0,5.0
40.67446900360093,-73.93929053594061,103169.0,527.7361111111111,83.0,3.240963855421686,4.18,1.62,25.06644518272425,71.0,43.049,5.0,1.0,29.0,12.0,14.0,12.0
40.735489628023046,-73.72665578734754,25287.0,290.0,26.0,1.6923076923076923,4.27,1.72,25.035714285714285,26.0,139.24599999999998,1.0,1.0,4.0,5.0,0.0,8.0
40.745993478570256,-73.71102517964985,22571.0,210.52546296296293,40.0,1.9,3.45,1.8,19.788235294117648,34.0,54.597,1.0,1.0,2.0,2.0,2.0,4.0
40.66655893770658,-73.89536412006585,29343.0,1051.826388888889,179.0,2.634831460674157,3.65,1.44,29.974789915966387,0.0,14.497,9.0,1.0,12.0,6.0,15.0,17.0
40.7573118592526,-73.88532108050227,108152.0,563.2986111111111,66.0,2.590909090909091,4.24,1.62,19.557291666666668,126.0,22.833,7.0,1.0,14.0,7.0,7.0,7.0
40.715607062984,-73.99462954009593,47844.0,453.30092592592587,70.0,1.0,4.11,2.06,26.9800796812749,226.0,23.707,36.0,3.0,19.0,3.0,17.0,18.0
40.66400194868426,-73.9102548637828,58300.0,254.8449074074074,55.0,2.672727272727273,3.98,1.64,28.09090909090909,39.0,31.569,5.0,2.0,12.0,5.0,8.0,19.0
40.64394703597234,-73.93793003186316,50355.0,539.9027777777778,70.0,1.0,4.06,1.86,20.274509803921568,21.0,4.956,0.0,0.0,13.0,5.0,1.0,2.0
40.65236498945404,-73.92225092111902,55326.0,844.4085648148148,101.0,2.1386138613861387,3.18,1.76,29.714912280701757,83.0,7.955999999999999,1.0,2.0,20.0,8.0,3.0,17.0
40.626273053875394,-73.93009687459897,64762.0,630.5590277777778,52.0,2.576923076923077,4.19,1.94,27.24137931034483,100.0,9.801,3.0,1.0,9.0,4.0,2.0,4.0
40.83774661945086,-73.857988846515,29821.0,290.0,440.0,2.856492027334852,3.6,1.76,32.93103448275862,99.0,7.998,1.0,1.0,4.0,4.0,3.0,10.0
40.720766121035,-74.00474750215801,42742.0,2500.0,1774.0,5.719705549263873,3.86,1.66,23.44243792325057,127.0,7.942,100.0,0.0,16.0,4.0,3.0,4.0
40.70800739748584,-74.01024580889407,39699.0,261.7916666666667,447.0,11.896396396396396,4.15,1.76,22.23160173160173,148.0,61.458,50.0,2.0,22.0,12.0,6.0,13.0
40.65238020582426,-74.01123625854488,54041.0,290.0,23.0,2.652173913043478,4.17,1.82,17.73404255319149,90.0,4.015,15.0,1.0,5.0,3.0,11.0,7.0
40.7178410373628,-73.980910550939,72957.0,167.8101851851852,1132.0,5.6113074204947,4.29,1.78,22.944444444444443,29.0,73.734,3.0,1.0,18.0,5.0,14.0,17.0
40.6042602259382,-74.0074826443686,29931.0,230.8912037037037,98.0,2.4285714285714284,2.5,2.0,27.11173184357542,87.0,238.053,0.0,1.0,10.0,2.0,2.0,5.0
40.76496428316049,-73.95508804905873,80771.0,2344.002314814815,633.0,7.8256735340729,4.11,2.4,19.147727272727277,149.0,8.397,13.0,2.0,24.0,4.0,25.0,9.0
40.75755983715688,-73.93874960665772,20030.0,979.7523148148148,70.0,1.0,3.88,1.86,24.78523489932886,86.0,35.263,55.0,4.0,9.0,3.0,9.0,9.0
40.58679198950333,-74.08551310571646,24835.0,290.0,70.0,1.0,4.16,1.7,16.5,27.0,798.001,1.0,1.0,6.0,5.0,10.0,3.0
40.60032103687097,-74.07177466676795,16079.0,290.0,64.0,2.265625,3.96,1.66,16.615384615384617,0.0,22.43,1.0,1.0,5.0,6.0,1.0,1.0
40.780923219140085,-73.84280567084586,24275.0,290.0,73.0,2.287671232876712,3.08,1.78,30.67796610169492,20.0,124.371,4.0,1.0,4.0,2.0,1.0,3.0
40.66461062709398,-73.79861594419954,35590.5,290.0,67.0,2.014925373134328,4.24,2.08,23.83333333333333,4.0,7.545000000000001,13.0,0.0,1.0,1.0,0.0,1.0
40.79001128708913,-73.94575086002436,57902.0,367.93055555555554,1077.0,4.91272051996286,2.58,1.96,24.77647058823529,44.0,21.757,2.0,1.0,20.0,6.0,17.0,18.0
40.61222181802147,-73.99526015577835,88727.0,467.1180555555556,70.0,1.0,4.14,1.62,26.142201834862384,129.0,1.784,1.0,0.0,12.0,9.0,0.0,8.0
40.60142535315765,-73.98354410301937,62978.0,350.386574074074,59.0,2.254237288135593,4.08,1.72,23.52542372881356,163.0,10.605,0.0,1.0,17.0,6.0,7.0,7.0
40.54577851890854,-74.12835122251354,35590.5,290.0,70.0,1.0,4.2,2.24,0.0,0.0,24.137,0.0,0.0,0.0,0.0,0.0,0.0
40.81802267808448,-73.95382231943233,22950.0,126.0787037037037,70.0,1.0,2.58,1.96,18.5,31.0,36.078,1.0,1.0,5.0,3.0,11.0,13.0
40.807347132488246,-73.91682138430652,52413.0,794.872685185185,654.0,3.738131699846861,2.5,2.0,27.520325203252032,25.0,15.14,5.0,1.0,13.0,5.0,15.0,15.0
40.864004852787474,-73.86490227801215,35538.0,591.9583333333334,70.0,1.0,4.05,2.3,23.18987341772152,107.0,114.236,1.0,2.0,8.0,2.0,6.0,13.0
40.774846583393455,-73.98469930623426,61489.0,912.3356481481482,1074.0,7.047574626865671,2.84,1.88,22.5188679245283,185.0,80.956,100.0,2.0,26.0,19.0,5.0,14.0
40.67764232716247,-73.96758605431256,19849.0,116.83101851851852,70.0,1.0,3.97,1.58,32.067796610169495,74.0,676.9369999999999,0.0,1.0,22.0,5.0,4.0,13.0
40.6224386002368,-74.01209534451164,42419.0,934.4768518518518,50.0,2.22,4.02,1.72,20.92391304347826,87.0,28.196,0.0,2.0,16.0,3.0,7.0,7.0
40.62485462355716,-74.02988679847549,79371.0,290.0,60.0,2.6166666666666667,4.12,1.62,22.180473372781066,197.0,108.82,2.0,2.0,24.0,15.0,8.0,7.0
40.68873094404904,-73.85576448007149,56674.0,577.9837962962963,124.0,2.274193548387097,4.11,1.82,37.10714285714285,80.0,4.622,0.0,1.0,10.0,4.0,2.0,7.0
40.67877154902519,-74.00389956866022,38353.0,290.0,70.0,3.3,2.81,1.84,23.058823529411764,41.0,79.19,4.0,2.0,13.0,6.0,7.0,7.0
40.67122829682977,-73.9839032868623,67649.0,847.8217592592592,124.0,3.4715447154471546,4.07,1.98,23.62857142857143,151.0,14.516,14.0,1.0,36.0,7.0,9.0,15.0
40.580922842200685,-73.9612157959808,35547.0,290.0,70.0,1.0,3.45,1.8,25.83783783783784,111.0,7.786,5.0,1.0,19.0,8.0,4.0,5.0
40.59995428597973,-73.96433366873585,44316.0,666.193287037037,70.0,1.0,3.98,1.98,22.714285714285715,202.0,4.912,0.0,1.0,17.0,19.0,7.0,3.0
40.57648122289529,-73.99123405592606,31965.0,290.0,29.0,5.931034482758621,4.02,1.6,19.476190476190474,19.0,186.915,0.0,1.0,8.0,2.0,8.0,5.0
40.61688447148831,-74.12535267818313,24102.0,1466.3148148148148,70.0,1.0,2.75,1.92,15.609756097560975,26.0,256.463,0.0,0.0,7.0,6.0,2.0,3.0
40.63897114145984,-74.10231018500836,33551.0,290.0,70.0,1.0,3.75,1.6,24.392857142857142,15.0,172.849,0.0,0.0,4.0,2.0,4.0,9.0
40.7543131841428,-73.969018457856,51231.0,2327.525462962963,881.0,11.425947187141215,3.06,1.88,22.00440528634361,357.0,7.425,100.0,3.0,24.0,9.0,13.0,2.0
40.8979309523011,-73.85221587988438,42483.0,624.6712962962963,1535.0,2.4139504563233376,4.09,2.34,15.568627450980392,57.0,1.2240000000000002,5.0,1.0,7.0,4.0,7.0,7.0
40.872461131701534,-73.84799806584263,1906.0,391.4513888888889,1230.0,2.1970684039087947,4.02,2.2,18.5,26.0,1.025,3.0,1.0,6.0,1.0,2.0,1.0
40.66094626441516,-73.87683924673846,91958.0,201.40972222222223,13.0,4.615384615384615,4.02,1.76,14.724137931034482,7.0,21.714,1.0,0.0,9.0,2.0,6.0,11.0
40.65817283235107,-73.8448871234811,26148.0,290.0,156.0,2.621794871794872,3.94,1.7,16.88095238095238,49.0,114.596,1.0,1.0,3.0,1.0,1.0,4.0
40.63094965530206,-73.98866123041203,106357.0,208.4976851851852,149.0,2.865771812080537,4.14,1.86,27.0,180.0,6.379,3.0,2.0,45.0,25.0,11.0,6.0
40.729499700807246,-73.94951695167907,34719.0,290.0,59.0,4.327586206896552,4.21,1.9,19.38362068965517,112.0,65.106,6.0,1.0,12.0,3.0,4.0,5.0
40.83210042759504,-73.84864267680445,27248.0,290.0,70.0,1.0,3.96,1.98,22.582417582417584,67.0,3.618,2.0,1.0,7.0,6.0,4.0,8.0
40.586559675799926,-74.13297490106345,30714.0,564.3240740740741,76.0,2.1973684210526314,4.12,1.7,10.0,0.0,1000.0,0.0,0.0,4.0,4.0,4.0,6.0
40.8739796481424,-73.82827934026612,43752.0,1739.0208333333333,66.0,4.476923076923077,3.82,1.78,23.5,33.0,14.135,1.0,1.0,1.0,2.0,4.0,7.0
40.77472985232449,-73.96117409546248,61207.0,949.2777777777776,1256.0,7.954472843450479,4.14,2.2,34.37073170731707,185.0,0.0,7.0,1.0,17.0,17.0,3.0,2.0
40.81825704827704,-73.9407715246055,75282.0,1523.8726851851852,1122.0,4.466010733452594,4.03,2.06,23.258064516129032,56.0,20.256,6.0,2.0,16.0,5.0,16.0,12.0
40.82703366691069,-73.94846693409417,48520.0,977.0532407407406,1523.0,4.613009198423128,3.52,1.96,17.71186440677966,44.0,53.57,6.0,2.0,9.0,2.0,2.0,4.0
40.68217801866513,-73.8783344135671,49223.0,1826.1689814814813,127.0,2.3464566929133857,4.01,1.54,28.70414201183432,57.0,158.23,1.0,2.0,13.0,4.0,4.0,13.0
40.63790027576093,-73.96097028863977,105804.0,505.974537037037,70.0,1.0,4.07,2.24,26.857142857142858,106.0,1.675,2.0,1.0,14.0,7.0,6.0,6.0
40.72762033383255,-73.98593461195252,44136.0,1930.743055555556,2383.0,5.540824915824916,3.82,2.08,24.66605504587156,216.0,17.933,24.0,2.0,9.0,11.0,11.0,8.0
40.73304509562114,-74.0015466372372,66880.0,1733.199074074074,1260.0,4.598249801113763,4.17,1.94,22.62092624356775,202.0,17.247,33.0,2.0,24.0,10.0,5.0,6.0
40.83051123046775,-73.91578860603548,62284.0,449.4085648148149,661.0,3.624242424242424,4.08,1.86,26.902439024390244,40.0,7.771,1.0,1.0,9.0,4.0,12.0,21.0
40.82899723894171,-73.92439888928251,39282.0,709.6875,324.0,3.658385093167702,4.04,1.7,18.8,22.0,111.69,3.0,0.0,4.0,2.0,8.0,7.0
40.71833790869767,-73.8800535211673,37929.0,290.0,66.0,2.484848484848485,2.49,2.0,31.27777777777778,35.0,57.311,0.0,1.0,8.0,6.0,0.0,2.0
40.739494889149,-73.8771183268101,88427.0,491.47222222222223,145.0,2.910344827586207,3.55,1.78,25.951127819548876,146.0,6.421,0.0,1.0,16.0,3.0,3.0,9.0
40.71491531202915,-73.95862346789869,45774.0,436.8587962962961,42.0,4.7073170731707314,3.6,1.82,21.421511627906977,40.0,47.735,11.0,1.0,16.0,3.0,1.0,8.0
40.84170651959694,-73.9413997364771,84438.0,858.3148148148148,818.0,5.009779951100245,4.14,1.6,26.685714285714287,86.0,199.055,1.0,1.0,11.0,1.0,18.0,13.0
40.78794252871055,-73.95480022002575,1849.0,516.0601851851852,70.0,1.0,3.99,2.08,17.13157894736842,89.0,845.419,2.0,1.0,20.0,14.0,7.0,3.0
40.83416510207033,-73.87228720813977,35011.0,807.9745370370371,70.0,1.0,2.5,2.0,29.321428571428573,6.0,5.261,0.0,1.0,4.0,0.0,1.0,9.0
40.74308450685255,-73.81964130040596,20800.0,167.43287037037035,97.0,3.402061855670103,3.94,1.56,34.91111111111111,59.0,105.564,0.0,1.0,6.0,3.0,4.0,10.0
40.64188919436901,-74.00464613077847,72340.0,290.0,72.0,2.805555555555556,3.95,1.96,28.611607142857142,161.0,26.905,5.0,0.0,43.0,16.0,12.0,14.0
40.85440419560324,-73.85439415452791,30073.0,29.439814814814813,70.0,1.0,3.41,1.76,27.761904761904763,24.0,4.0,0.0,0.0,3.0,3.0,8.0,4.0
40.71159464381615,-73.80871182405201,39138.0,1574.5046296296296,96.0,2.583333333333333,3.68,1.72,20.732558139534884,140.0,18.24685643,16.0,0.0,16.0,6.0,11.0,13.0
40.708057064978334,-73.82870070870557,23278.0,335.3024691358024,15.0,3.2666666666666666,2.83,1.86,30.139344262295083,102.0,7.926,2.0,1.0,11.0,9.0,3.0,2.0
