NTA_lat,NTA_long,Population,traffic,buildings,legalstories,rating,price,rest_insp_score,density/p_meter,acres,wellbeing/hotels,wellbeing/libraries,DAY CARE,NON-PUBLIC K-12 SCHOOLS,HOSPITALS AND CLINICS,PUBLIC K-12 SCHOOLS
40.85710625070862,-73.9328333834672,67136.0,290.0,975.0,5.0657084188911705,3.88,1.58,25.10377358490566,112.0,74.59299999999999,2.0,1.0,12.0,6.0,14.0,17.0
40.76109341292025,-73.82886536759752,72008.0,1243.0046296296296,77.0,3.883116883116883,2.48,2.0,27.120462046204626,175.0,8.273,25.0,2.0,20.0,4.0,6.0,8.0
40.864473327711245,-73.84742993441685,28903.0,290.0,70.0,1.0,3.83,1.62,16.555555555555557,15.0,6.86,0.0,0.0,5.0,3.0,6.0,4.0
40.67591683093109,-73.74452524140894,24453.0,290.0,70.0,1.0,3.5,1.54,25.466666666666665,20.0,269.975,0.0,1.0,10.0,1.0,3.0,7.0
40.84659693662345,-73.8064931176088,26583.0,290.0,81.0,2.061728395061728,3.42,1.68,16.73076923076923,0.0,1000.0,0.0,2.0,2.0,1.0,0.0,1.0
40.561996180014745,-74.12259011864387,22049.0,256.7175925925926,70.0,1.0,2.96,1.84,17.52173913043478,8.0,207.108,0.0,1.0,5.0,3.0,0.0,2.0
40.55186011949582,-74.15088962486898,40720.0,576.0671296296296,46.0,1.9782608695652173,4.02,1.58,15.962025316455696,36.0,419.592,0.0,1.0,9.0,5.0,0.0,6.0
40.52864510106311,-74.18773391921759,27770.0,446.7430555555556,70.0,1.0,2.87,1.84,21.8,0.0,697.7439999999999,1.0,1.0,5.0,2.0,2.0,3.0
40.52552798467472,-74.23355367045801,23313.0,104.60648148148148,68.0,1.9705882352941173,3.2,1.82,17.09259259259259,1.0,443.237,2.0,1.0,6.0,3.0,0.0,3.0
40.60244626135848,-73.75531195191157,50058.0,428.9537037037037,125.0,2.64,3.51,1.76,25.04255319148936,32.0,233.622,3.0,2.0,21.0,14.0,10.0,12.0
40.630050007081216,-74.10286114917746,17525.0,290.0,137.0,2.116788321167883,3.23,1.7,11.666666666666666,65.0,261.461,0.0,1.0,5.0,2.0,2.0,3.0
40.82333237464716,-73.82358795790547,44167.0,300.4606481481481,335.0,2.217910447761194,3.41,1.54,17.96153846153846,74.0,449.178,1.0,1.0,10.0,7.0,0.0,8.0
40.73977233207323,-73.93121209200034,63271.0,290.0,74.0,5.797297297297297,2.83,1.88,25.66321243523316,216.0,1.115,8.0,1.0,11.0,2.0,1.0,12.0
40.88093721535438,-73.83664062764922,34517.0,152.9398148148148,70.0,1.0,2.97,1.92,20.46875,15.0,50.192,4.0,1.0,8.0,7.0,3.0,10.0
40.69546846088989,-73.99486984638675,22887.0,290.0,70.0,1.0,3.52,1.58,23.744588744588743,101.0,55.713,6.0,1.0,23.0,11.0,5.0,5.0
40.57176579450207,-74.10500837353116,21896.0,290.0,70.0,1.0,2.8,1.92,16.135802469135804,44.0,330.124,1.0,1.0,8.0,4.0,1.0,4.0
40.61797302808805,-74.08783920014451,22460.0,290.0,67.0,2.1044776119402986,3.81,1.52,19.75,1.0,28.55,1.0,0.0,9.0,6.0,0.0,5.0
40.57148479270609,-73.87647357091808,28018.0,290.0,38.0,3.0789473684210527,2.62,1.74,17.84313725490196,35.0,227.37,2.0,1.0,4.0,3.0,0.0,1.0
40.59405971011894,-73.78962139431397,36885.0,442.0,53.0,2.0943396226415096,3.04,1.84,22.0,3.0,1000.0,2.0,3.0,11.0,2.0,4.0,11.0
40.69292731152471,-73.98598652422982,34495.0,290.0,97.0,6.896907216494846,2.5,2.0,20.808823529411764,87.0,24.429,18.0,0.0,21.0,7.0,15.0,14.0
40.59586510626867,-74.17636527723057,39597.0,2468.693287037037,142.0,2.147887323943662,3.97,1.72,18.29245283018868,0.0,1000.0,5.0,0.0,6.0,5.0,1.0,4.0
40.552659638767565,-74.18848213217112,25238.0,647.8495370370371,92.0,2.032608695652174,3.01,1.76,20.107142857142858,0.0,241.336,0.0,0.0,3.0,4.0,0.0,2.0
40.74422103839783,-73.9775154803447,50742.0,2401.1666666666665,933.0,7.938841201716738,2.71,1.88,21.18954248366013,284.0,29.892000000000003,46.0,1.0,18.0,5.0,19.0,8.0
40.731811743434726,-73.97656325695826,21049.0,44.68518518518519,70.0,1.0,3.27,1.78,26.55555555555556,19.0,7.506,0.0,0.0,8.0,4.0,4.0,3.0
40.74927804184557,-73.90373166031507,45099.0,388.9282407407408,113.0,2.8230088495575223,3.81,1.68,23.843478260869563,112.0,15.003,2.0,1.0,10.0,4.0,5.0,5.0
40.84678571296774,-73.85066353057776,29250.0,290.0,427.0,2.4178403755868545,4.03,1.72,20.33333333333333,109.0,236.286,1.0,2.0,11.0,5.0,20.0,1.0
40.72399512905009,-73.90232988043324,30516.0,641.25,68.0,2.176470588235294,3.43,1.66,19.70689655172414,37.0,12.7,2.0,1.0,2.0,3.0,2.0,1.0
40.658744262387785,-73.94744157690593,67459.0,471.7037037037037,70.0,1.0,2.76,1.62,34.111111111111114,59.0,10.907,2.0,1.0,23.0,9.0,15.0,9.0
40.66653550984713,-73.94877561651239,39670.0,745.4398148148148,55.0,3.309090909090909,2.58,1.9,29.170854271356784,69.0,3.0780000000000003,4.0,1.0,19.0,7.0,4.0,8.0
40.77741722310929,-73.90540613741359,47534.0,290.0,73.0,2.5616438356164384,2.93,1.78,24.33,78.0,9.989,4.0,1.0,9.0,6.0,2.0,5.0
40.783329944305535,-73.78596157151313,21751.0,290.0,45.0,2.4444444444444446,3.01,1.8,18.46153846153846,12.0,299.488,0.0,1.0,3.0,2.0,1.0,5.0
40.58829946031913,-73.94151065111895,64518.0,290.0,89.0,3.067415730337079,3.85,1.68,28.136690647482013,88.0,52.823,3.0,2.0,12.0,8.0,5.0,9.0
40.62309491347943,-73.91958830094578,418.0,328.00231481481484,70.0,1.0,3.46,1.76,32.728813559322035,52.0,124.136,0.0,2.0,5.0,2.0,2.0,7.0
40.81967506615691,-73.89895677783043,26196.0,617.2037037037037,70.0,1.0,2.57,1.94,21.723214285714285,25.0,46.824,3.0,2.0,11.0,2.0,19.0,15.0
40.67209021092979,-73.77303860760561,25409.0,290.0,149.0,2.0134228187919465,2.65,1.96,22.285714285714285,5.0,27.513,7.0,1.0,5.0,0.0,1.0,4.0
40.67895334366065,-73.79098745213146,34603.0,362.2824074074074,70.0,1.0,3.35,1.6,45.6231884057971,0.0,116.158,0.0,1.0,10.0,2.0,6.0,6.0
40.72143075227868,-73.84767281529506,83728.0,343.0509259259259,43.0,3.209302325581396,2.72,1.88,28.69377990430622,198.0,7.541,0.0,2.0,17.0,6.0,4.0,7.0
40.69030234217424,-73.83276348348065,436.0,290.0,62.0,2.064516129032258,2.98,1.88,21.753521126760564,141.0,1.209,0.0,1.0,4.0,2.0,2.0,4.0
40.81208906407824,-73.88554684118738,27204.0,290.0,109.0,2.6296296296296298,3.61,1.8,61.06896551724138,0.0,26.216,0.0,0.0,1.0,4.0,3.0,3.0
40.63130730484034,-74.16737144321361,31474.0,384.8101851851852,115.0,2.0434782608695654,2.98,1.72,15.617647058823527,0.0,297.572,0.0,1.0,3.0,4.0,7.0,3.0
40.62816722670551,-74.14078722784741,20191.0,888.0763888888888,57.0,1.9649122807017545,2.63,2.0,21.269565217391303,30.0,25.609,1.0,2.0,9.0,6.0,3.0,6.0
