NTA_lat,NTA_long,legalstories
40.52552798467472,-74.23355367045801,1.9705882352941178
40.55186011949582,-74.15088962486898,1.9782608695652173
40.552659638767565,-74.18848213217112,2.032608695652174
40.57148479270609,-73.87647357091808,3.0789473684210527
40.57648122289529,-73.99123405592606,5.931034482758621
40.586559675799926,-74.13297490106345,2.1973684210526314
40.58829946031913,-73.94151065111895,3.067415730337079
40.59405971011894,-73.78962139431397,2.0943396226415096
40.59586510626867,-74.17636527723057,2.147887323943662
40.60032103687097,-74.07177466676795,2.265625
40.60142535315765,-73.98354410301937,2.2542372881355934
40.60244626135848,-73.75531195191157,2.64
40.6042602259382,-74.0074826443686,2.4285714285714284
40.60491359561196,-73.94813559482512,2.6153846153846154
40.6145798899856,-73.91524588487795,2.100840336134454
40.6173149605957,-73.9703258001996,2.8518518518518516
40.61797302808805,-74.08783920014451,2.1044776119402986
40.6224386002368,-74.01209534451164,2.22
40.62485462355716,-74.02988679847549,2.6166666666666667
40.626273053875394,-73.93009687459897,2.576923076923077
40.62816722670551,-74.14078722784741,1.9649122807017543
40.630050007081216,-74.10286114917746,2.116788321167883
40.63094965530206,-73.98866123041203,2.865771812080537
40.63130730484034,-74.16737144321361,2.0434782608695654
40.638042327711965,-73.89975089660601,1.9655172413793103
40.64188919436901,-74.00464613077847,2.8055555555555554
40.6461118953468,-73.9516232199433,3.087912087912088
40.65236498945404,-73.92225092111902,2.1386138613861387
40.65238020582426,-74.01123625854488,2.652173913043478
40.6536119760564,-73.97798272747355,2.6973684210526314
40.657841468762136,-73.73945475132105,1.8840579710144927
40.65817283235107,-73.8448871234811,2.621794871794872
40.66094626441516,-73.87683924673846,4.615384615384615
40.66218792310775,-73.76448889899105,1.88
40.66400194868426,-73.9102548637828,2.672727272727273
40.66461062709398,-73.79861594419954,2.014925373134328
40.66653550984713,-73.94877561651239,3.309090909090909
40.66655893770658,-73.89536412006585,2.634831460674157
40.67122829682977,-73.9839032868623,3.4715447154471546
40.67209021092979,-73.77303860760561,2.0134228187919465
40.67446900360093,-73.93929053594061,3.2409638554216866
40.67559942676986,-73.84704874573309,2.1311475409836067
40.67615527360135,-73.81945921646091,1.9615384615384615
40.67663761763486,-73.91364751083654,2.8376068376068377
40.67877154902519,-74.00389956866022,3.3
40.68217801866513,-73.8783344135671,2.3464566929133857
40.68796681288217,-73.96236332341726,4.033898305084746
40.68816824316435,-73.93188820624536,3.238888888888889
40.68873094404904,-73.85576448007149,2.274193548387097
40.69030234217424,-73.83276348348065,2.064516129032258
40.69079510513449,-73.97488147952565,5.139784946236559
40.69120183503448,-73.76314607498037,2.0224719101123596
40.69150749761983,-73.9499050211329,3.9279661016949152
40.69292731152471,-73.98598652422982,6.896907216494846
40.69434146001008,-73.73555421066426,2.0555555555555554
40.69442746765774,-73.79096387824596,2.3057851239669422
40.69454069442224,-73.83092640099397,2.225806451612903
40.700560683154535,-73.91776601133527,3.290909090909091
40.703916526132,-73.95859674795682,4.109090909090909
40.704368757648346,-73.79397966825385,3.1066666666666665
40.706531363612704,-73.90171541060506,2.2711864406779663
40.70800739748584,-74.01024580889407,11.896396396396396
40.708057064978334,-73.82870070870557,3.2666666666666666
40.71159464381615,-73.80871182405201,2.5833333333333335
40.71491531202915,-73.95862346789869,4.7073170731707314
40.71536854625292,-73.93679688042977,4.025862068965517
40.71545452531067,-73.74153181008387,2.061224489795918
40.7178410373628,-73.980910550939,5.6113074204946995
40.71833790869767,-73.8800535211673,2.484848484848485
40.72065535481476,-73.77610063972261,2.204081632653061
40.720766121035,-74.00474750215801,5.719705549263873
40.72143075227868,-73.84767281529506,3.2093023255813953
40.72399512905009,-73.90232988043324,2.176470588235294
40.72615545587401,-73.86333861099067,2.857142857142857
40.72639943341965,-73.81866840459611,2.4050632911392404
40.72762033383255,-73.98593461195252,5.540824915824916
40.729499700807246,-73.94951695167907,4.327586206896552
40.73304509562114,-74.0015466372372,4.598249801113763
40.73489448639476,-73.78371636114144,2.0869565217391304
40.735489628023046,-73.72665578734754,1.6923076923076923
40.73682434672817,-73.9840542975779,8.194936708860759
40.739494889149,-73.8771183268101,2.910344827586207
40.73977233207323,-73.93121209200034,5.797297297297297
40.742675812407576,-73.75461549910108,2.018867924528302
40.74308450685255,-73.81964130040596,3.402061855670103
40.74422103839783,-73.9775154803447,7.9388412017167385
40.745993478570256,-73.71102517964985,1.9
40.74758077289947,-73.99901992342878,6.100681699003671
40.74927804184557,-73.90373166031507,2.8230088495575223
40.75103562298981,-73.78794881529473,2.688888888888889
40.75257951269893,-73.86303630152253,3.0376569037656904
40.7541089694526,-73.80729444050496,2.449438202247191
40.7543131841428,-73.969018457856,11.425947187141217
40.755733929854735,-73.98350302087132,26.875
40.7573118592526,-73.88532108050227,2.590909090909091
40.76109341292025,-73.82886536759752,3.883116883116883
40.76149375451989,-73.91969704447682,3.088888888888889
40.76273268441473,-73.77342351074492,2.024390243902439
40.763352201155264,-73.86839559826987,2.193548387096774
40.76372843942197,-73.73693765999688,2.641509433962264
40.76416511873816,-73.9923992723976,8.141521197007481
40.76496428316049,-73.95508804905873,7.8256735340729
40.771570382460126,-73.92833316728714,3.7205882352941178
40.77472985232449,-73.96117409546248,7.954472843450479
40.774846583393455,-73.98469930623426,7.047574626865671
40.77732494193296,-73.94868255727877,7.094652406417112
40.77741722310929,-73.90540613741359,2.5616438356164384
40.780923219140085,-73.84280567084586,2.287671232876712
40.783329944305535,-73.78596157151313,2.4444444444444446
40.78819127627854,-73.81564320134655,1.9444444444444444
40.79001128708913,-73.94575086002436,4.91272051996286
40.79037998138091,-73.97390784022548,6.138194444444444
