,latitude,longitude
0,40.703235,-74.012421
1,40.702744,-74.012201
2,40.704025,-74.012638
3,40.704039,-74.012317
4,40.714812,-74.016153
5,40.705523,-74.01711
6,40.707632,-74.013068
7,40.704703,-74.010398
8,40.705486,-74.007874
9,40.704638,-74.006694
10,40.705187,-74.006369
11,40.705431,-74.007055
12,40.705299,-74.007242
13,40.706773,-74.009143
14,40.706523,-74.00826
15,40.7064,-74.008043
16,40.7064,-74.008043
17,40.709468,-74.012931
18,40.708351,-74.014323
19,40.708321,-74.01345
20,40.708263,-74.013475
21,40.709139,-74.01402
22,40.709493,-74.014976
23,40.709729,-74.013818
24,40.708931,-74.009035
25,40.709669,-74.010092
26,40.709765,-74.008765
27,40.710037,-74.009779
28,40.708028,-74.007939
29,40.707753,-74.006918
30,40.707086,-74.006243
31,40.707704,-74.006644
32,40.705714,-74.005399
33,40.706051,-74.0051
34,40.708988,-74.007654
35,40.709729,-74.006792
36,40.709916,-74.008949
37,40.711453,-74.010504
38,40.710764,-74.007708
39,40.711393,-74.006666
40,40.710962,-74.006864
41,40.710306,-74.006828
42,40.71055,-74.005771
43,40.71055,-74.005771
44,40.71055,-74.005771
45,40.709021,-74.002272
46,40.707962,-74.001706
47,40.712987,-74.008686
48,40.715205,-74.009476
49,40.715309,-74.008755
50,40.716114,-74.00737
51,40.715002,-73.999628
52,40.716968,-74.001883
53,40.719783,-74.010227
54,40.719128,-74.005166
55,40.718488,-74.002644
56,40.719358,-74.001905
57,40.718096,-74.001331
58,40.715763,-73.996378
59,40.717322,-73.99557
60,40.719084,-73.999953
61,40.718516,-74.000635
62,40.721,-74.004152
63,40.721068,-74.005758
64,40.721634,-74.004412
65,40.722827,-74.004726
66,40.719904,-74.000307
67,40.719891,-73.998759
68,40.718128,-73.994993
69,40.717821,-73.995155
70,40.712433,-73.992732
71,40.712875,-73.998586
72,40.713149,-73.992984
73,40.713761,-73.993666
74,40.714299,-73.993723
75,40.715389,-73.993536
76,40.714771,-73.992656
77,40.715018,-73.992313
78,40.717132,-73.995505
79,40.716525,-73.994647
80,40.715916,-73.995127
81,40.717607,-73.995245
82,40.718403,-73.994665
83,40.717044,-73.992547
84,40.717969,-73.986458
85,40.718559,-73.99
86,40.718559,-73.99
87,40.719967,-73.988023
88,40.719111,-73.988864
89,40.720362,-73.9882
90,40.721811,-73.987467
91,40.721853,-73.988304
92,40.718095,-73.990938
93,40.720041,-73.98926
94,40.719454,-73.98956
95,40.721043,-73.988748
96,40.723137,-73.989303
97,40.722248,-73.988899
98,40.718707,-73.99268
99,40.723382,-73.990144
100,40.719051,-73.994553
101,40.720741,-73.993864
102,40.721337,-73.992561
103,40.721949,-73.993402
104,40.722748,-73.993106
105,40.722786,-73.991464
106,40.728269,-73.984803
107,40.725465,-73.991879
108,40.726047,-73.991908
109,40.727751,-73.9912
110,40.728171,-73.990897
111,40.72821,-73.988689
112,40.72928,-73.990085
113,40.729793,-73.989703
114,40.729807,-73.989692
115,40.731415,-73.988533
116,40.719251,-73.994495
117,40.719018,-73.994589
118,40.719193,-73.996883
119,40.721524,-73.999278
120,40.723687,-74.005372
121,40.720687,-73.995173
122,40.720733,-73.997388
123,40.724183,-74.003196
124,40.725616,-74.005253
125,40.725616,-74.005253
126,40.725616,-74.005253
127,40.725616,-74.005253
128,40.725616,-74.005253
129,40.725616,-74.005253
130,40.725616,-74.005253
131,40.725616,-74.005253
132,40.725616,-74.005253
133,40.725616,-74.005253
134,40.725616,-74.005253
135,40.725616,-74.005253
136,40.725616,-74.005253
137,40.725616,-74.005253
138,40.725616,-74.005253
139,40.725616,-74.005253
140,40.725616,-74.005253
141,40.725616,-74.005253
142,40.725616,-74.005253
143,40.725616,-74.005253
144,40.725616,-74.005253
145,40.725616,-74.005253
146,40.725616,-74.005253
147,40.725616,-74.005253
148,40.725616,-74.005253
149,40.725616,-74.005253
150,40.725616,-74.005253
151,40.725616,-74.005253
152,40.725616,-74.005253
153,40.725616,-74.005253
154,40.725616,-74.005253
155,40.725616,-74.005253
156,40.725616,-74.005253
157,40.725616,-74.005253
158,40.725616,-74.005253
159,40.725616,-74.005253
160,40.725616,-74.005253
161,40.725616,-74.005253
162,40.725616,-74.005253
163,40.725616,-74.005253
164,40.725616,-74.005253
165,40.725616,-74.005253
166,40.725616,-74.005253
167,40.725616,-74.005253
168,40.725616,-74.005253
169,40.725616,-74.005253
170,40.725616,-74.005253
171,40.725616,-74.005253
172,40.725616,-74.005253
173,40.725616,-74.005253
174,40.725616,-74.005253
175,40.725616,-74.005253
176,40.725616,-74.005253
177,40.725616,-74.005253
178,40.725616,-74.005253
179,40.725616,-74.005253
180,40.725616,-74.005253
181,40.725616,-74.005253
182,40.725616,-74.005253
183,40.725616,-74.005253
184,40.725616,-74.005253
185,40.725616,-74.005253
186,40.725616,-74.005253
187,40.725616,-74.005253
188,40.725616,-74.005253
189,40.725616,-74.005253
190,40.725616,-74.005253
191,40.725616,-74.005253
192,40.725616,-74.005253
193,40.725616,-74.005253
194,40.725616,-74.005253
195,40.725616,-74.005253
196,40.725616,-74.005253
197,40.725616,-74.005253
198,40.725616,-74.005253
199,40.725616,-74.005253
200,40.725616,-74.005253
201,40.725616,-74.005253
202,40.725616,-74.005253
203,40.725616,-74.005253
204,40.725616,-74.005253
205,40.725616,-74.005253
206,40.725616,-74.005253
207,40.725616,-74.005253
208,40.725616,-74.005253
209,40.725616,-74.005253
210,40.725616,-74.005253
211,40.725616,-74.005253
212,40.725616,-74.005253
213,40.725616,-74.005253
214,40.725616,-74.005253
215,40.725616,-74.005253
216,40.725616,-74.005253
217,40.725616,-74.005253
218,40.725616,-74.005253
219,40.725616,-74.005253
220,40.725616,-74.005253
221,40.725616,-74.005253
222,40.725616,-74.005253
223,40.725616,-74.005253
224,40.725616,-74.005253
225,40.725616,-74.005253
226,40.725616,-74.005253
227,40.725616,-74.005253
228,40.725616,-74.005253
229,40.725616,-74.005253
230,40.725616,-74.005253
231,40.725616,-74.005253
232,40.725616,-74.005253
233,40.725616,-74.005253
234,40.725616,-74.005253
235,40.725616,-74.005253
236,40.725616,-74.005253
237,40.725616,-74.005253
238,40.725616,-74.005253
239,40.725616,-74.005253
240,40.725616,-74.005253
241,40.725616,-74.005253
242,40.725616,-74.005253
243,40.725616,-74.005253
244,40.725616,-74.005253
245,40.725616,-74.005253
246,40.725616,-74.005253
247,40.725616,-74.005253
248,40.725616,-74.005253
249,40.725616,-74.005253
250,40.725616,-74.005253
251,40.725616,-74.005253
252,40.725616,-74.005253
253,40.725616,-74.005253
254,40.725616,-74.005253
255,40.725616,-74.005253
256,40.725616,-74.005253
257,40.725616,-74.005253
258,40.725616,-74.005253
259,40.725616,-74.005253
260,40.725616,-74.005253
261,40.725616,-74.005253
262,40.725616,-74.005253
263,40.725616,-74.005253
264,40.725616,-74.005253
265,40.725616,-74.005253
266,40.731913,-73.996587
267,40.725616,-74.005253
268,40.725616,-74.005253
269,40.725616,-74.005253
270,40.725616,-74.005253
271,40.725616,-74.005253
272,40.725616,-74.005253
273,40.725616,-74.005253
274,40.725616,-74.005253
275,40.725616,-74.005253
276,40.725616,-74.005253
277,40.725616,-74.005253
278,40.725616,-74.005253
279,40.725616,-74.005253
280,40.725616,-74.005253
281,40.725616,-74.005253
282,40.725616,-74.005253
283,40.725616,-74.005253
284,40.725616,-74.005253
285,40.725616,-74.005253
286,40.725616,-74.005253
287,40.725616,-74.005253
288,40.725616,-74.005253
289,40.725616,-74.005253
290,40.725616,-74.005253
291,40.725616,-74.005253
292,40.725616,-74.005253
293,40.725616,-74.005253
294,40.725616,-74.005253
295,40.725616,-74.005253
296,40.725616,-74.005253
297,40.725616,-74.005253
298,40.725616,-74.005253
299,40.732083,-73.995966
300,40.725616,-74.005253
